,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
72,3.82,-4.09,-1.32,9.25,0.0836,0.205,-0.0245,-0.313,-0.191,-0.0884,3820000000.0,-4.018458466561601,-0.5876743991649584,9.056480694162822,0.11360823046621923,0.21028897141238145,0.0458452929130804,-0.7510451147453922,0.3811642462576641,0.02292711730345398
73,3.87,-4.25,-1.53,8.97,0.264,0.20800000000000002,-0.0807,-0.7709999999999999,0.0477,-0.0406,3870000000.0,-4.16653500249782,-1.1953890613289135,9.002977852288057,0.2137804626096665,0.20877857399945834,-0.03938672478475952,-0.7628531523886292,0.16672591352862445,-0.015386389281773584
74,3.92,-4.12,-1.69,9.53,0.209,0.0147,-0.0887,-0.262,-0.27699999999999997,0.0145,3920000000.0,-4.136774644546712,-1.5143683643750347,9.329030454954278,0.2105963190662357,0.08071392285637621,-0.07260067894827299,-0.4664803760092678,-0.11861756192300923,0.0026382334701190446
75,3.97,-4.01,-1.48,9.0,0.24600000000000002,0.175,-0.19,-0.0787,-0.0678,-0.455,3970000000.0,-4.055699270991809,-1.4922038938675084,9.125469198531237,0.23417783865750472,0.14292951398219567,-0.151672609397929,-0.2370168191076068,-0.08593869671519291,-0.2733655617319681
76,4.02,-4.73,-0.654,8.36,0.222,0.0715,-0.221,-0.7929999999999999,0.43799999999999994,-0.406,4020000000.0,-4.486931272751444,-0.9516382753983859,8.65189619230292,0.22606648382874642,0.0957960505519107,-0.1983666680700215,-0.566011997162885,0.25098659629904485,-0.3533580129428961
77,4.07,-5.06,-0.373,8.79,0.154,-0.0922,-0.13699999999999998,-0.919,0.6679999999999999,-0.33899999999999997,4070000000.0,-4.853422857441209,-0.5784689835136606,8.737336845054303,0.178064783187204,-0.02825499028256391,-0.1570343894994606,-0.7748876756867298,0.5191522425020043,-0.34469861924397305
78,4.12,-5.51,-0.828,8.82,0.113,-0.0525,-0.114,-0.301,0.662,-0.136,4120000000.0,-5.273320321594882,-0.7393938988072508,8.788477866516926,0.13472674118512928,-0.04425329674326387,-0.12804944914927,-0.49447134165674056,0.6110122704120836,-0.21883149744000518
79,4.17,-4.26,-0.261,8.79,0.0207,-0.0965,-0.138,-0.18,0.609,-0.317,4170000000.0,-4.625277066048953,-0.43087315961417055,8.789419541168458,0.05877635300945845,-0.07872879772571642,-0.1347514385677578,-0.30838737466196986,0.6097182723675393,-0.2780373875481716
80,4.22,-4.13,-0.414,8.51,-0.0648,-0.069,-0.0948,-0.20800000000000002,0.35100000000000003,-0.218,4220000000.0,-4.308535208836195,-0.4199915025267632,8.616551208096277,-0.02353479636793593,-0.07230915395157998,-0.10784295919599762,-0.2489845672672773,0.44334627570473945,-0.2418285514451319
81,4.27,-4.18,-0.737,8.94,-0.0502,-0.0593,-0.115,-0.11900000000000001,0.252,-0.255,4270000000.0,-4.226333654727597,-0.6244332694369663,8.816658997692482,-0.04129582838898519,-0.06372493720592946,-0.11266344030320863,-0.17206803860140535,0.32029867521314115,-0.24977231161051733
82,4.32,-3.93,-0.826,8.83,-0.0752,0.00489,-0.0612,-0.0989,0.0863,0.121,4320000000.0,-4.036820997812066,-0.754425541863353,8.824912627775287,-0.06387855670859943,-0.018448697686100073,-0.07800128390225575,-0.12877188470405915,0.16982291633273122,-0.026157773832150177
83,4.37,-3.99,-0.879,9.07,-0.106,-0.0281,-0.0508,-0.188,0.23399999999999999,-0.14400000000000002,4370000000.0,-4.006877818072502,-0.834764791798284,8.976540632266396,-0.09193460607508179,-0.024817204670014293,-0.05968041030761497,-0.16381928090438624,0.21109278671451864,-0.09722897513430157
84,4.42,-4.04,-0.802,8.71,-0.0862,0.0593,-0.0618,0.0712,0.132,-0.0771,4420000000.0,-4.028060248027802,-0.8136344591732205,8.811639975169978,-0.08811492622898887,0.030688359277389516,-0.06110801650995745,-0.024749944565579496,0.16023118577805115,-0.08508909561150771
85,4.47,-3.77,-0.848,8.86,-0.0941,0.0287,-0.0532,0.0141,0.14800000000000002,-0.113,4470000000.0,-3.8630243261883157,-0.8357971145906264,8.841558657102341,-0.09210143462566524,0.029376320685037444,-0.0557817316991202,-0.001761038875683421,0.1523657708239432,-0.10192229312805393
