,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
500,25.0,-1.35,-9.94,-0.278,-0.32299999999999995,0.263,-0.0518,0.40299999999999997,-0.301,-0.645,60.0,25000000000.0,-1.3706737232627857,-9.788612536300535,-0.2776305698084373,-0.33641495133449534,0.2933801918916382,-0.03352534612141883,0.3183876409361487,-0.402209916755823,-0.7913132679858056
501,25.1,-1.46,-9.74,-0.5720000000000001,-0.348,0.14800000000000002,-0.188,0.22399999999999998,-0.0855,-0.732,60.0,25100000000.0,-1.4121210401024145,-9.769308795646529,-0.42425174888022765,-0.34484155541108624,0.19724027659777654,-0.1396337160486296,0.27098985393250674,-0.27681345687611997,-0.7616748276437431
502,25.1,-1.56,-9.75,-0.529,-0.41,0.156,-0.251,0.0122,-0.0696,-0.47600000000000003,60.0,25100000000.0,-1.480736696542536,-9.761641427166182,-0.47642533353041844,-0.392235819785869,0.16996808504407654,-0.2161310163148082,0.14103568659215854,-0.19477044972380045,-0.6189250627789153
503,25.2,-1.13,-9.94,-0.271,-0.37,0.183,-0.289,0.313,-0.244,0.00207,60.0,25200000000.0,-1.3179952333425038,-9.832466024786052,-0.3741059378776924,-0.37606216554936445,0.17858608891148026,-0.2661845991248503,0.22738945187583864,-0.21426214032298013,-0.30861804931809766
504,25.2,-1.38,-9.57,-0.48100000000000004,-0.359,0.139,-0.287,-0.0846,0.135,-0.0182,60.0,25200000000.0,-1.3467653781191717,-9.728242742177368,-0.4273483309519629,-0.363651664368213,0.15240780855082375,-0.28048266255095117,0.07072052151013933,-0.07597712117496086,-0.16349812370412217
505,25.3,-1.49,-9.86,-0.601,-0.344,0.379,-0.28800000000000003,-0.332,-0.14,0.042,60.0,25300000000.0,-1.4132260975439968,-9.780562360231105,-0.5138417271767256,-0.349357651062907,0.30225322334812765,-0.2856463002132919,-0.13151000475938146,-0.10132600371484039,-0.06081210783694263
506,25.3,-1.34,-10.2,-0.56,-0.19399999999999998,0.48200000000000004,-0.321,-0.302,-0.505,0.215,60.0,25300000000.0,-1.37924928022743,-9.94711762007604,-0.53683249804758,-0.23635523416191462,0.42111975696402093,-0.309930702570747,-0.21712342127274237,-0.2611545632530936,0.07700933022035672
507,25.4,-1.53,-9.4,-0.5720000000000001,-0.171,0.439,-0.276,-0.636,0.33,0.292,60.0,25400000000.0,-1.4491974435262234,-9.729861432954076,-0.5543489366444354,-0.1888178312220529,0.43294396808691393,-0.2866237565213406,-0.42746688419343537,-0.027095925861010894,0.18443870500250636
508,25.4,-1.95,-10.9,-0.529,-0.132,0.414,-0.17800000000000002,-1.17,-1.2,0.41600000000000004,60.0,25400000000.0,-1.6815693289615334,-10.194513957429333,-0.5417229892196928,-0.14749027171956872,0.4204163255525835,-0.212010286920419,-0.8003380213579812,-0.49148942211529356,0.3001483150496239
509,25.5,-2.66,-12.7,-0.7040000000000001,0.0223,0.0929,-0.0256,-1.95,-2.95,0.28800000000000003,60.0,25500000000.0,-2.1355601785580003,-11.189422371190124,-0.6225508249216514,-0.02399000266340577,0.2038297895871019,-0.08396538065882964,-1.3776534336423478,-1.464899203651217,0.2940778783664363
