,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Time (s).1,Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Time (s).2,Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Sitting,Walking,Running,Biking,SPM,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
4001,200.03265119999998,2.79421854,-12.46929836,-0.6284150481,200.1946582,-0.08369134367,-0.1313257217,-3.9457058910000002,200.206097,1.115483403,-1.159006357,0.7297334075,0.0,1.0,0.0,0,30.0,,,,,,1.713563916694398,-11.733027801031756,0.31410819642245036,1.2121716933834963,-1.041177183388578,0.698208699173465,0.12303604005776764,-0.5614962404199724,-3.5443165268811097
4002,200.0826512,0.6275177598,-11.71047401,-1.689033628,200.2446582,-0.08369134367,-0.1313257217,-3.9457058910000002,200.256097,0.5859552621999999,-1.057452917,0.7101099490999999,0.0,1.0,0.0,0,30.0,,,,,,1.1778367491505077,-11.722803752870716,-1.0124823402287004,0.731759084164463,-1.0525602799706777,0.7064668872861164,-0.011046553909042856,-0.26884807829370505,-3.84911278354546
4003,200.1326512,-0.5910272002,-10.42941666,-1.205384374,200.2946582,-0.08369134367,-0.1313257217,-3.9457058910000002,200.306097,-0.06474980712,-0.5944307446,0.206771791,0.0,1.0,0.0,0,30.0,,,,,,0.30528776276341574,-11.136487489837947,-1.1402326617485152,0.12070371151166626,-0.7321487494999066,0.3597322060057415,-0.05816368794932755,-0.17529060945537184,-3.9224610586215056
4004,200.18265119999998,0.07686942816,-9.163015366,0.12562318150000001,200.3446582,3.1302595139999996,4.012451172,-3.0544316769999997,200.356097,-0.7581378222,-0.3126010895,-0.1339282542,0.0,1.0,0.0,0,30.0,,,,,,0.19261307887772017,-10.241876120725216,-0.3019133963301007,-0.553514551123827,-0.43872102330340845,0.017184913442476135,2.009835460798895,2.6736608703635327,-3.263320258909472
4005,200.2326512,0.1869392693,-8.739186287,0.6427719593,200.39465819999998,1.6546854969999998,3.8039264680000002,-1.99969995,200.406097,-0.6008446217,-0.3506263196,-0.1033095419,0.0,1.0,0.0,0,30.0,,,,,,0.18981428997480954,-9.560679060449452,0.3237091322025645,-0.5898246214879191,-0.37710840798689244,-0.06642528584162445,1.7794865466988852,3.4425888546611123,-2.303786263507906
4006,200.28265119999998,2.669791937,-5.488237858,0.5303093195,200.4446582,1.6546854969999998,3.8039264680000002,-1.99969995,200.456097,0.078952007,-0.4150707126,0.4881433249,0.0,1.0,0.0,0,30.0,,,,,,1.4131429596740732,-7.71456623464777,0.46053112356610004,-0.0767612314724756,-0.4036588902690313,0.31838571570490876,1.6985410612291552,3.688409485848962,-2.07287737962015
4007,200.3326512,2.0904297830000003,-5.401797295,0.9825528264,200.4946582,1.6546854969999998,3.8039264680000002,-1.99969995,200.506097,0.2231883109,-0.16156910359999999,0.5085303187,0.0,1.0,0.0,0,30.0,,,,,,1.7472364501770226,-6.666145351235412,0.8062425667791012,0.1533501726482647,-0.2343435480399402,0.45032563029896266,1.6700965094346303,3.7669965368493155,-2.0173098719405758
4008,200.3826512,-0.5527420044,-8.24865818,4.6432724,200.5446582,0.02247190475,0.5732517242,2.488484859,200.556097,0.009620844387000001,-0.6918608545999999,0.05955760926,0.0,1.0,0.0,0,30.0,,,,,,0.6126981664608235,-7.383527649776118,3.347334467839077,0.04308576856790754,-0.554326891433749,0.17917462995609407,0.6014534641805724,1.594268492679479,1.4041793138134966
4009,200.43265119999998,-3.00688076,-13.25922871,10.27418232,200.5946582,0.5671010017,0.7270488739000001,-0.07539796829,200.606097,-0.002901524538,-0.2698417902,-0.09338327497000001,0.0,1.0,0.0,0,30.0,,,,,,-1.1727754561544732,-10.0470914783044,7.934673566467214,0.007805832796020942,-0.35536066102369146,-0.009951256999161356,0.579172587838518,1.0042926189853276,0.2806577217343944
4010,200.4826512,-0.8353942037000001,-9.589237212999999,6.82433033,200.64465819999998,0.5671010017,0.7270488739000001,-0.07539796829,200.656097,-1.390899181,1.3761625290000001,-0.293664813,0.0,1.0,0.0,0,30.0,,,,,,-1.0063513114417149,-9.839537682136239,7.1993432905611465,-1.065234560114703,0.8556505324975303,-0.20681796663226382,0.5713430030573386,0.8156816637089587,0.010285730649067515
4011,200.53265119999998,-0.4737788737,-7.659425259,3.319443226,200.6946582,0.5671010017,0.7270488739000001,-0.07539796829,200.706097,-0.9084062576,0.6482616663,-0.6855996847,0.0,1.0,0.0,0,30.0,,,,,,-0.7436428420256436,-8.851252448180627,4.629860367540053,-0.9449210546832655,0.7106046908780602,-0.5390410115450607,0.5685916571540374,0.7553841260698071,-0.05477845154272201
4012,200.5826512,4.15633297,-14.49003696,4.865804671999999,200.7446582,2.188359737,-0.48801994320000003,-2.5827984809999998,200.756097,-0.7217923999,-0.05818320066,-0.38223767280000004,0.0,1.0,0.0,0,30.0,,,,,,1.6734276903513974,-11.407417632500563,4.786115645151308,-0.7737441038666013,0.17292159921544914,-0.4302363502956039,1.619167066721643,-0.09051279122770273,-1.9744382913095366
4013,200.6326512,1.4892330169999999,-5.689234733999999,-3.575774431,200.7946582,2.188359737,-0.48801994320000003,-2.5827984809999998,200.806097,-0.9985825419,-0.11430479589999999,0.09445225447000001,0.0,1.0,0.0,0,30.0,,,,,,1.5825677485137026,-8.815259694614396,-0.7515872330531277,-0.9462327440671563,-0.02796186657834865,-0.06615886085930517,1.988343265716396,-0.3609398251974489,-2.4363984857049386
4014,200.68265119999998,2.9066812989999997,-9.220442772,-0.04905286431,200.8446582,2.188359737,-0.48801994320000003,-2.5827984809999998,200.856097,-1.081123233,0.1628671438,0.1227039397,0.0,1.0,0.0,0,30.0,,,,,,2.2357293084691516,-8.998936668345282,-0.28633038797710386,-1.0497162817743926,0.10550216606587132,0.06489162059164647,2.118073187683928,-0.44739336250943496,-2.547567775589005
4015,200.7326512,2.9066812989999997,-9.220442772,-0.04905286431,200.89465819999998,2.188359737,-0.48801994320000003,-2.5827984809999998,200.906097,-0.9467368722,0.2981698215,-0.1674485058,0.0,1.0,0.0,0,30.0,,,,,,2.5666979392915787,-9.099349476889456,-0.1291921795427636,-0.9707138724052478,0.24025212997428896,-0.09632745130769627,2.163660776210839,-0.4750319236548829,-2.5743203208586296
4016,200.78265119999998,-2.276471615,-10.2284193,-0.7004988194,200.9446582,1.295415878,0.6186981201,0.5479633212,200.956097,-1.18023324,0.5387672782,-0.1571404636,0.0,1.0,0.0,0,30.0,,,,,,0.17764891895547352,-9.611177686345817,-0.5075428149500771,-1.1314502266663777,0.4490308445851058,-0.13852514463618332,1.6005204412712972,0.26904065517946485,-0.20340456614672053
