,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
2253,113,1.41,-11.5,-1.02,-1.66,2.05,-1.08,2.82,-2.24,-4,0,1,0,0,1.13E+11,-0.004697295,-10.53888546,-0.266739807,-1.439808965,1.581084741,-0.881833036,1.453797024,-1.425500838,-3.987960899
2254,113,-2.7,-12.6,-0.781,-1.99,1.36,-0.894,-1.54,-3.02,-2.75,0,1,0,0,1.13E+11,-0.932446659,-11.51252354,-0.485794842,-1.869843715,1.45000103,-0.891170535,0.30187096,-2.165007252,-3.376447306
2255,113,0.0311,-9.05,-0.192,-2.12,0.936,-1.19,0.758,0.688,-1.14,0,1,0,0,1.13E+11,-0.600784549,-10.34926647,-0.36064956,-2.065368247,1.145243824,-1.120506457,0.477376163,-0.841822358,-2.27171295
2256,113,-0.962,-7.38,-0.594,-1.78,0.52,-0.965,-0.764,2.43,-0.511,0,1,0,0,1.13E+11,-0.725118417,-8.946632019,-0.460047849,-1.842321586,0.774529464,-1.00116342,-0.000269303,0.675603149,-1.40197634
2257,113,0.618,-8.5,-0.194,-1.68,0.228,-1.05,0.333,1.26,0.745,0,1,0,0,1.13E+11,-0.262804033,-8.735650119,-0.346721718,-1.715449392,0.450485777,-1.038642887,0.12796304,0.946638235,-0.341437821
2258,113,1.17,-10.1,0.73,-0.838,0.837,-1.4,0.327,-0.482,2.31,0,1,0,0,1.13E+11,0.230381005,-9.380147598,0.111920256,-1.029626287,0.679654571,-1.315965424,0.204546674,0.284055795,0.96828871
2259,113,-3.68,-11,0.644,-0.955,0.892,-0.607,-5.11,-1.56,2.66,0,1,0,0,1.13E+11,-1.115610108,-10.14534025,0.338565723,-0.971297632,0.805556662,-0.771871789,-1.840336467,-0.57119148,1.80394071
2260,113,-3.49,-12.6,-0.551,-0.0174,0.848,-0.755,-5.28,-3.21,1.62,0,1,0,0,1.13E+11,-1.932898155,-11.30488286,-0.040355,-0.225721829,0.830721806,-0.758923576,-3.163819099,-1.795034003,1.71307981
2261,113,-4.03,-12.7,2.13,0.187,0.712,-0.119,-6.18,-3.33,4.22,0,1,0,0,1.13E+11,-2.654741034,-11.96391404,0.884132655,0.096865631,0.760330271,-0.267815931,-4.324357777,-2.506929741,2.951419119
2262,113,-5.72,-11.7,2.89,1.53,0.14,1.25,-7.78,-2.23,4.62,0,1,0,0,1.13E+11,-3.709832844,-11.83924513,1.738554903,1.217017575,0.392529226,0.897027869,-5.653988545,-2.378493607,3.775645329
2263,113,1.6,-12.3,4,2.77,-0.717,1.98,0.317,-2.6,4.73,0,1,0,0,1.13E+11,-1.882136842,-12.05689853,2.701843381,2.430843949,-0.265323585,1.728151966,-3.356525702,-2.481225132,4.24706641
2264,113,3.29,-21.2,-3.82,1.8,-1.49,1.34,1.26,-2.51,3.54,0,1,0,0,1.13E+11,-0.101837161,-16.37595538,-0.076210585,1.937770056,-0.991448507,1.430265797,-1.580220798,-2.494570509,3.897797912
2265,113,-1.74,-14.4,-0.371,1.83,-0.8,2.01,-1.32,-4.71,-1.79,0,1,0,0,1.13E+11,-0.665708711,-15.44254514,-0.201779514,1.85353595,-0.877936463,1.875181262,-1.480095418,-3.522055757,1.088205366
2266,113,-0.484,-10.3,-0.649,1.21,-0.803,1.89,0.837,-0.794,-2.86,0,1,0,0,1.13E+11,-0.603162808,-13.01328826,-0.392278205,1.35054193,-0.833505745,1.886553852,-0.588544444,-2.256821644,-0.86208336
2267,113,1.63,-5.07,-1.24,1.04,-2.27,1.27,3.51,4.12,-4.09,0,1,0,0,1.13E+11,0.1655135,-9.261004636,-0.753375031,1.107819263,-1.685219915,1.413381223,0.988456328,0.700659045,-2.456572327
2268,113,1.64,-2.21,-1.69,0.49,-2.51,0.739,3.6,6.75,-5.17,0,1,0,0,1.13E+11,0.673046058,-5.930221615,-1.152341204,0.624925637,-2.174241632,0.895829164,1.99330239,3.506258821,-3.796919953
2269,113,1.99,-1.87,-2.3,-0.399,-1.65,0.403,3.79,7.01,-6.06,0,1,0,0,1.13E+11,1.126354388,-4.012237162,-1.641199612,-0.175384737,-1.863412646,0.51760873,2.684619394,5.13124511,-4.914810007
2270,114,2.09,-4.13,0.101,-1.58,-0.142,-0.189,3.8,4.89,-3.36,0,1,0,0,1.14E+11,1.45805053,-4.067866517,-0.899089702,-1.273245922,-0.842767033,-0.024676257,3.113785413,5.019358938,-4.146782908
2271,114,-4.53,-21.4,19.7,0.154,-0.815,-0.775,-3.11,-12.1,16.8,0,1,0,0,1.14E+11,-0.603094646,-12.25529199,7.875329156,-0.157696425,-0.826303634,-0.6005102,0.719053725,-2.920360616,6.200266033
2272,114,-5.17,-12,4.42,1.38,-1.6,1.25,-3.86,-2.91,1.03,0,1,0,0,1.14E+11,-2.175067815,-12.13469609,6.403492101,1.044182272,-1.285037239,0.819658932,-1.042833015,-2.915555547,3.646317861
2273,114,10.3,-2.93,0.97,-0.571,0.701,-0.498,11.9,5.95,-2.9,0,1,0,0,1.14E+11,2.118971658,-7.786543314,4.08903383,-0.218260116,-0.107492634,-0.191574908,3.937192791,1.196165103,0.412643504
2274,114,2.8,-18.8,4,0.14,1.84,-0.313,11.7,6.12,-2.53,0,1,0,0,1.14E+11,2.353388206,-12.98912565,4.051108849,0.061759527,1.04719846,-0.284762267,6.924095301,3.479770848,-1.040929453
2275,114,2.58,-6.92,-5.19,-1.48,2.22,-0.644,4.11,2.23,-8.38,0,1,0,0,1.14E+11,2.431390158,-10.12216675,0.114752514,-1.14329495,1.742566175,-0.560458305,5.841313274,2.900144607,-4.666198613
2276,114,-0.522,-9.41,-3.43,-1.85,2.75,-0.906,0.878,0.0379,-5.67,0,1,0,0,1.14E+11,1.414804599,-9.785750371,-1.395175507,-1.69566261,2.339885428,-0.825643374,3.931574596,1.572675568,-5.162044839
2277,114,-4.31,-14.3,0.668,-1.96,1.55,-0.867,-3.11,-4.62,-0.45,0,1,0,0,1.14E+11,-0.555728681,-11.91821057,-0.516342242,-1.902271353,1.871553126,-0.857382394,1.222181399,-1.299400745,-2.834443475
2278,114,-0.0982,-6.85,0.23,-1.92,1.19,-1,0.702,2.93,0.127,0,1,0,0,1.14E+11,-0.398242869,-9.524068033,-0.198429202,-1.916128205,1.46745237,-0.966833897,1.022030725,0.662136232,-1.37158391
2279,114,-1.3,-8.43,-0.85,-1.54,0.617,-0.922,-0.991,1.34,-0.0709,0,1,0,0,1.14E+11,-0.708636408,-9.007247747,-0.475973267,-1.622142658,0.963209241,-0.932426235,0.247475013,0.976519988,-0.729087131
2280,114,-0.407,-9.81,1.19,-0.967,0.354,-1.08,-0.611,-0.113,2.66,0,1,0,0,1.14E+11,-0.604810231,-9.386455409,0.233667179,-1.110076697,0.602001985,-1.045681361,-0.082841221,0.471215848,0.945014937
2281,114,-1.14,-8.66,-1.54,-0.956,0.409,-1.29,-1.97,0.945,0.268,0,1,0,0,1.14E+11,-0.789027738,-9.043289295,-0.521846684,-0.989648807,0.487568865,-1.233183022,-0.808965079,0.690950312,0.610590939
2282,114,-1.96,-10.7,0.0479,-0.712,0.573,-0.905,-3.36,-1.24,2.3,0,1,0,0,1.14E+11,-1.192087768,-9.825893132,-0.279156549,-0.772635769,0.538221988,-0.981319812,-1.790529129,-0.204597456,1.445105645
2283,114,-3.06,-12.9,0.539,-0.235,0.619,-0.541,-4.86,-3.53,2.94,0,1,0,0,1.14E+11,-1.835041266,-11.2780524,0.069346607,-0.352414346,0.586116223,-0.64339755,-2.971572355,-1.746872659,2.18353628
2284,114,-7.3,-15,0.192,0.542,0.518,0.0636,-9.33,-5.67,2.54,0,1,0,0,1.14E+11,-3.716133163,-13.03624156,0.121592227,0.34666873,0.545729325,-0.100814157,-5.418110472,-3.566364317,2.359618083
2285,114,-5.55,-12.3,2.03,1.98,-0.182,1.54,-7.28,-2.8,3.87,0,1,0,0,1.14E+11,-4.34736799,-12.68845279,0.934500395,1.623296585,0.114250131,1.158424275,-6.134511526,-3.210935237,3.105699
2286,114,5.73,-16.4,-3.89,2.87,-1.23,2.15,4.94,-6.63,-3.14,0,1,0,0,1.14E+11,-0.878640125,-14.44172879,-1.12055093,2.597732188,-0.682771446,1.919406502,-1.873361356,-4.796649735,0.020520863
2287,114,0.658,-18,1.59,2.14,0.0397,1.47,0.687,-8.22,1.27,0,1,0,0,1.14E+11,-0.349713684,-16.12259982,0.034039343,2.239964275,-0.254409707,1.574510699,-0.888208734,-6.384351859,0.637724092
2288,114,-0.848,-12.9,-1.7,2.07,-0.86,1.79,-0.0291,-3.21,-3.09,0,1,0,0,1.14E+11,-0.521228666,-14.60029447,-0.704594625,2.107118468,-0.613471256,1.739887361,-0.557648664,-4.912131856,-1.203653856
2289,114,-0.46,-7.25,-1.23,1.48,-1.15,1.31,1.06,2.17,-3.49,0,1,0,0,1.14E+11,-0.500153168,-11.12813165,-0.928397079,1.616956499,-0.931585386,1.409971405,0.064775502,-1.627538062,-2.33303666
2290,115,1.07,-3.15,-1.69,1.3,-2.15,0.8,2.89,5.99,-4.74,0,1,0,0,1.15E+11,0.040308808,-7.359388521,-1.252810603,1.369220134,-1.653997664,0.941850481,1.151839813,1.905369506,-3.522000432
2291,115,1.78,-2.86,-2.32,0.389,-2.22,0.557,3.52,6.07,-5.99,0,1,0,0,1.15E+11,0.639127389,-5.233948517,-1.707392139,0.603070403,-1.989587061,0.646497988,2.063039013,3.836866994,-4.741114173
2292,115,2.7,-1.87,-2.56,-0.741,-0.867,0.407,4.34,7.01,-6.38,0,1,0,0,1.15E+11,1.348499758,-3.64487246,-2.070570213,-0.447468286,-1.323992103,0.462695898,2.939147479,5.308521834,-5.550672077
2293,115,-0.776,-10.2,10,-1.53,0.232,-0.585,0.839,-1.12,6.79,0,1,0,0,1.15E+11,0.617226316,-6.741410913,3.07102762,-1.293585735,-0.401426259,-0.341355517,2.131071766,2.327063264,0.545230228
2294,115,-13.6,-22,8.45,1.13,-0.851,0.126,-12.3,-12.8,5.35,0,1,0,0,1.15E+11,-4.276481085,-13.949327,5.362262522,0.60071279,-0.667983775,0.017315233,-3.421585276,-4.688657317,2.918634727
2295,115,1.07,-3.14,0.141,0.685,-1.39,0.841,2.44,5.86,-3.5,0,1,0,0,1.15E+11,-2.436170392,-8.843171984,3.138205863,0.666592507,-1.096075599,0.649449933,-1.16621761,0.203662557,-0.251968146
2296,115,1.67,-10.9,2.94,-1.69,1.77,-1.33,3.06,-1.79,-0.493,0,1,0,0,1.15E+11,-1.022786709,-9.814784818,3.053777827,-1.175343498,0.603254007,-0.869673688,0.459908067,-0.720970251,-0.371030271
2297,115,-1.98,-11.3,-3.36,-0.0559,0.48,0.492,-0.614,-2.08,-6.48,0,1,0,0,1.15E+11,-1.35226882,-10.51637706,0.321755639,-0.300375412,0.530175264,0.175339174,0.046699448,-1.351269217,-3.388668423
2298,115,2.07,-2.12,-4.25,-1.58,2.21,-0.77,3.57,7.18,-6.99,0,1,0,0,1.15E+11,-0.174290704,-6.55006132,-1.625636114,-1.300542652,1.526162945,-0.550158847,1.402363068,2.605414115,-5.167612389
2299,115,-1.3,-17.6,-1.33,-1.93,2.49,-0.874,0.144,-8.04,-3.05,0,1,0,0,1.15E+11,-0.561770751,-11.76987772,-1.499706539,-1.792532686,2.097633171,-0.798689889,0.918181532,-2.33178013,-4.121578714
2300,115,-1.37,-8.5,-0.785,-1.79,1.59,-0.81,-0.27,1.22,-1.47,0,1,0,0,1.15E+11,-0.839971104,-10.22523921,-1.195269102,-1.790553084,1.796651569,-0.807369805,0.46100381,-0.68451414,-2.811782572
2301,115,-0.385,-6.35,-1.35,-1.62,0.866,-1.02,-0.692,1.28,-0.531,0,1,0,0,1.15E+11,-0.683365631,-8.394637473,-1.261178513,-1.657247114,1.244857408,-0.970552268,0.017361467,0.226600044,-1.685148011
2302,115,-1.11,-9.57,-0.656,-1.44,0.681,-1.05,-0.931,0.178,0.374,0,1,0,0,1.15E+11,-0.830217326,-8.949859992,-1.003395792,-1.48744467,0.910539778,-1.031524182,-0.347540459,0.204060025,-0.667993909
2303,115,0.857,-9.64,0.642,-0.855,0.876,-1.21,0.465,0.0229,2.24,0,1,0,0,1.15E+11,-0.249460751,-9.275871375,-0.302520573,-0.993119689,0.890060733,-1.168495003,-0.034898506,0.120040538,0.768463261
2304,115,-4.22,-9.8,0.283,-1.02,0.658,-1.19,-5.29,-0.258,2.29,0,1,0,0,1.15E+11,-1.616158821,-9.523461536,-0.053111372,-1.014129591,0.752469216,-1.184999,-2.056908803,-0.055289373,1.520054345
2305,115,-3.65,-12.4,0.431,-0.342,0.58,-0.724,-5.79,-0.389,2.56,0,1,0,0,1.15E+11,-2.316226725,-10.88229262,0.153101417,-0.488786475,0.650210198,-0.831206526,-3.493293777,-0.210059697,2.033754632
2306,115,-2.46,-13,2.37,0.0486,0.737,-0.242,-4.35,-3.63,4.69,0,1,0,0,1.15E+11,-2.365714895,-11.88266408,1.097414748,-0.068759903,0.701668876,-0.379021543,-3.822929394,-1.796180258,3.345855996
2307,115,-6.77,-12.6,1.99,1.25,0.715,0.949,-8.71,-3.23,3.95,0,1,0,0,1.15E+11,-3.881712563,-12.2215224,1.477621678,0.961995852,0.709573039,0.64016506,-5.703332132,-2.461165821,3.64428408
2308,115,-2.26,-11.6,2.02,2.61,-0.783,1.91,-3.55,-1.98,3.07,0,1,0,0,1.15E+11,-3.323503357,-11.92792523,1.708653937,2.250092076,-0.175390902,1.614696482,-4.874792497,-2.238007848,3.360605846
2309,115,5.16,-21.7,-8.64,1.51,-2.78,1.47,4.88,-11.9,-8.74,0,1,0,0,1.15E+11,-0.403399226,-16.54409911,-2.699474054,1.671628798,-1.719693968,1.503649574,-1.121431829,-6.719104574,-2.616711227
2310,116,-0.553,-14.8,0.752,2.03,-1.41,1.95,-0.088,-5.09,-0.206,0,1,0,0,1.16E+11,-0.454893255,-15.72021437,-1.229279103,1.951735244,-1.536072786,1.846200058,-0.723797298,-5.963548715,-1.425896004
2311,116,0.577,-10.4,-2.06,1.49,-1.24,1.55,1.84,-0.816,-3.98,0,1,0,0,1.16E+11,-0.099705575,-13.20702909,-1.583134173,1.590838428,-1.360527787,1.618882075,0.262677397,-3.576187568,-2.687542736
2312,116,1.54,-4.94,-1.11,1.3,-1.78,0.924,3.24,4.34,-3.78,0,1,0,0,1.16E+11,0.464696983,-9.301815366,-1.381597251,1.363516205,-1.609237733,1.085596693,1.408264601,0.095229643,-3.227182114
2313,116,0.802,-3.09,-1.39,0.89,-2.2,0.579,2.53,5.94,-4.78,0,1,0,0,1.16E+11,0.58079995,-6.367452021,-1.385176492,0.993411255,-1.959507593,0.696810405,1.839875767,2.805952462,-3.99422522
2314,116,1.93,-3.63,-3.13,0.00764,-1.57,0.521,3.54,5.26,-6.95,0,1,0,0,1.16E+11,1.045207683,-5.074323049,-2.128404128,0.222922714,-1.728564034,0.561885198,2.494034142,3.944105513,-5.454284532
2315,116,3.58,-3.7,-1.3,-1.46,-0.319,-0.0763,5.15,5.25,-4.99,0,1,0,0,1.16E+11,1.917707771,-4.425114606,-1.775535867,-1.092466318,-0.892817098,0.072111663,3.515972644,4.549761122,-5.224942521
2316,116,-3.23,-15.8,17.2,-0.645,-0.559,-0.863,-1.91,-6.59,14.2,0,1,0,0,1.16E+11,0.145816794,-9.798430598,6.307311612,-0.742722213,-0.69489306,-0.645537278,1.428216092,-0.616704443,4.370365607
2317,116,-7.21,-16.3,6.27,0.939,-0.924,0.915,-6.16,-7.1,3.04,0,1,0,0,1.16E+11,-2.386126745,-12.86966876,6.291418295,0.571728473,-0.830733249,0.552092923,-1.491508845,-3.623566253,3.713206987
2318,116,10.4,-0.318,-2.68,-0.338,0.994,0.116,11.7,8.69,-6.34,0,1,0,0,1.16E+11,2.014982033,-6.94045901,2.46993974,-0.139324279,0.251172366,0.217414566,3.584200266,2.087293459,-1.252759889
2319,116,-3.47,-31.2,13.7,0.0333,2.76,-0.0989,-2.42,-21.9,10.6,0,1,0,0,1.16E+11,0.126997978,-18.40028273,7.253512637,-0.004399438,1.738685497,-0.025340205,1.27395849,-9.037677771,4.602129409
2320,116,5.74,-2.36,-4.06,-0.933,1.23,-0.094,7.23,6.81,-7.19,0,1,0,0,1.16E+11,2.059047667,-10.82310689,2.434392186,-0.730202823,1.43707995,-0.07803298,3.565670155,-1.68774637,-1.222810186
2321,116,1.68,-8.31,-3.02,-1.82,3.07,-1.08,3.1,1.12,-5.31,0,1,0,0,1.16E+11,1.928575763,-9.635955151,0.11103128,-1.581999093,2.405257234,-0.846989938,3.386493777,-0.385552848,-3.241752864
2322,116,-6.58,-14.7,-0.304,-1.95,1.42,-0.757,-5.4,-5.01,-1.53,0,1,0,0,1.16E+11,-1.00015856,-12.02812973,-0.06575605,-1.869632271,1.821086715,-0.777927422,0.00570632,-2.530306902,-2.396200987
2323,116,1.79,-6.27,0.182,-1.72,0.773,-1.04,2.62,3.5,-0.0658,0,1,0,0,1.16E+11,-0.03975892,-9.308080334,0.03977848,-1.752678234,1.199663891,-0.979054296,1.011610498,0.266465146,-1.245056489
2324,116,-1.52,-9.35,-0.91,-1.43,0.499,-0.964,-1.21,0.439,-0.354,0,1,0,0,1.16E+11,-0.549272258,-9.327882701,-0.364790569,-1.500469701,0.784232114,-0.967500906,0.156799336,0.346484405,-0.804902721
2325,116,-0.0168,-9.07,-0.22,-1.05,0.541,-1.06,-0.206,0.659,0.979,0,1,0,0,1.16E+11,-0.365990139,-9.206062849,-0.303115365,-1.1483781,0.640016964,-1.038489046,0.017204696,0.49142476,0.076288879
2326,116,-1.53,-8.79,0.345,-1.06,0.538,-1.5,-2.37,0.836,1.99,0,1,0,0,1.16E+11,-0.76665362,-9.009521323,-0.027043192,-1.07930086,0.57952991,-1.3926744,-0.901322241,0.651233951,1.021601748
2327,116,-2.59,-11.2,0.984,-0.626,0.528,-0.66,-4.03,-1.71,3.08,0,1,0,0,1.16E+11,-1.394267109,-10.04426871,0.403622264,-0.724996424,0.548977224,-0.8303854,-2.105146587,-0.443873367,2.038385449
2328,116,-2.78,-13.1,-0.565,-0.13,0.625,-0.669,-4.57,-3.75,1.63,0,1,0,0,1.16E+11,-1.871249808,-11.48774801,-0.008973498,-0.259941343,0.594052014,-0.706530627,-3.053550604,-1.977208686,1.83665593
2329,116,-7.17,-14.7,0,0.674,0.589,0.117,-9.23,-5.33,2.12,0,1,0,0,1.16E+11,-3.695131072,-13.00516494,-0.005151134,0.470036447,0.591056608,-0.074514238,-5.430068633,-3.532186396,1.976618897
2330,117,-5.15,-11.3,2.3,2.05,-0.0299,1.59,-6.88,-1.8,3.88,0,1,0,0,1.17E+11,-4.195911109,-12.19967209,0.976754412,1.704951515,0.2228842,1.202912814,-5.987960124,-2.728822536,2.916829115
2331,117,5.39,-15.9,-0.874,2.61,-1.19,2.21,4.6,-6.14,-0.429,0,1,0,0,1.17E+11,-0.896347524,-13.94764827,0.188404336,2.412346261,-0.614831339,1.975799226,-1.91402085,-4.3108789,1.264095189
2332,117,0.821,-17.6,0.613,2.11,-0.00428,1.37,0.846,-7.79,0.0368,0,1,0,0,1.17E+11,-0.305219847,-15.67296163,0.369265719,2.176029358,-0.252828336,1.510880225,-0.852045043,-5.924446616,0.65785012
2333,117,-1.59,-13.2,-0.85,1.85,-0.808,1.87,-0.777,-3.59,-2.45,0,1,0,0,1.17E+11,-0.747453656,-14.50477359,-0.150094509,1.921201613,-0.581996101,1.786485745,-0.823169895,-4.841762867,-0.877329726
2334,117,0.201,-8.3,-0.613,1.21,-1.02,1.37,1.75,1.09,-2.99,0,1,0,0,1.17E+11,-0.420986701,-11.5737368,-0.347274402,1.365319443,-0.841693705,1.466854871,0.16691109,-2.090694149,-1.920922134
2335,117,1.39,-4.25,-1.51,1.08,-2.21,0.896,3.27,4.88,-4.56,0,1,0,0,1.17E+11,0.202372491,-8.114119401,-0.842550703,1.142310984,-1.652978473,1.028753839,1.360889502,1.142216412,-3.224543237
2336,117,1.21,-2.88,-2.02,0.41,-2.07,0.541,3.06,6.05,-5.65,0,1,0,0,1.17E+11,0.549207671,-5.641604257,-1.344098729,0.569929489,-1.900235356,0.654428459,2.014657814,3.418377927,-4.422642336
2337,117,2.54,-2.26,-2.62,-0.734,-1.04,0.393,4.29,6.61,-6.42,0,1,0,0,1.17E+11,1.234457697,-4.0441879,-1.887583461,-0.449234689,-1.390191768,0.453795888,2.890143338,4.898607693,-5.409273989
2338,117,-0.146,-8.92,5.77,-1.64,-0.285,-0.47,1.52,0.16,2.47,0,1,0,0,1.17E+11,0.759290762,-6.347444434,1.37425204,-1.379948596,-0.734910689,-0.255168809,2.362951998,2.700907681,-1.517161429
2339,117,-10.5,-21.8,14.4,0.761,-0.907,0.0276,-9.17,-12.5,11.4,0,1,0,0,1.17E+11,-3.116266384,-13.64698685,6.922718628,0.293437938,-0.83694445,-0.038158639,-2.074592748,-4.34906082,4.863508242
2340,117,-3.68,-6.4,1.78,0.946,-1.72,0.994,-2.2,2.67,-1.65,0,1,0,0,1.17E+11,-3.310308989,-10.22362496,4.732118628,0.80348687,-1.360518392,0.753968778,-2.122845832,-1.09371849,1.64604086
2341,117,1.46,-6.8,0.275,-1.26,0.577,-1.15,3.05,2.19,-3.3,0,1,0,0,1.17E+11,-1.668322328,-8.606358783,2.833557827,-0.809354824,-0.211741149,-0.70722698,-0.132485126,0.429224272,-0.79714712
2342,117,-0.453,-14.8,-1.52,0.691,0.72,0.247,1.06,-5.73,-4.83,0,1,0,0,1.17E+11,-1.249996592,-11.532137,0.979109943,0.363337301,0.340699052,0.025091974,0.326348468,-2.427337859,-2.789249059
2343,117,4.09,-3.11,-5.02,-1.51,1.82,-0.809,5.72,6.02,-8.21,0,1,0,0,1.17E+11,0.58808211,-7.553652673,-1.57627974,-1.100881614,1.217793851,-0.615029705,2.401668727,1.490419352,-5.466928871
2344,117,0.0742,-14.8,-2.56,-1.89,2.63,-0.932,1.6,-5.34,-4.77,0,1,0,0,1.17E+11,0.4111989,-10.9767126,-1.995306644,-1.717664321,2.055107399,-0.858287701,2.093209911,-1.677433737,-5.122668006
2345,117,-2.44,-10.4,-0.453,-1.89,1.54,-0.814,-1.15,-0.757,-1.58,0,1,0,0,1.17E+11,-0.570211451,-10.70428251,-1.338343442,-1.852363577,1.749694198,-0.824299231,0.845317012,-1.250549449,-3.3727019
2346,117,-0.184,-6.87,-1.02,-1.69,1.09,-0.978,0.704,2.9,-1.14,0,1,0,0,1.17E+11,-0.437273722,-8.893028059,-1.202741393,-1.725458648,1.358553841,-0.942256466,0.790942332,0.674417412,-2.269817656
2347,117,-1.76,-8.92,-0.745,-1.39,0.761,-0.849,-1.32,0.851,-0.0493,0,1,0,0,1.17E+11,-0.89256894,-8.905769213,-1.007761199,-1.463260847,1.004257193,-0.870687022,-0.021286942,0.756313953,-1.172952052
2348,117,-1.23,-9.3,0.541,-1.01,0.541,-0.999,-1.26,0.413,1.86,0,1,0,0,1.17E+11,-1.008715992,-9.09199769,-0.348048598,-1.108987688,0.729586611,-0.969160486,-0.497907719,0.597089735,0.325230497
2349,117,-1.15,-9.4,-1.17,-1.03,0.278,-1.27,-1.78,0.236,0.552,0,1,0,0,1.17E+11,-1.05734731,-9.237492928,-0.698168207,-1.047250109,0.461835646,-1.200038956,-0.991219553,0.429621364,0.437247464
2350,118,-1.44,-10.4,0.287,-0.59,0.527,-0.782,-2.59,-0.94,2.45,0,1,0,0,1.18E+11,-1.189060099,-9.786642697,-0.278524509,-0.689858891,0.500472357,-0.879216075,-1.606383766,-0.205589879,1.431483683
2351,118,-2.34,-12.9,0.127,-0.254,0.903,-0.486,-3.86,-3.45,2.4,0,1,0,0,1.18E+11,-1.585224753,-11.25734325,-0.105786691,-0.349187287,0.739135685,-0.577443445,-2.47350975,-1.710301964,1.909900208
2352,118,-6.88,-14.1,0.539,0.551,0.836,-0.0176,-8.65,-4.73,2.75,0,1,0,0,1.18E+11,-3.407737816,-12.60016951,0.168867585,0.35440798,0.796567681,-0.147793082,-4.850043528,-3.110795712,2.324882977
2353,118,-5.38,-12.1,3.49,1.68,0.131,1.41,-6.96,-2.53,5.19,0,1,0,0,1.18E+11,-4.086609639,-12.36389753,1.583542035,1.390503744,0.401944846,1.047731051,-5.661893466,-2.841430766,3.740160343
2354,118,3.85,-14.7,1.18,2.88,-0.786,2,3.16,-4.98,1.77,0,1,0,0,1.18E+11,-1.354751613,-13.46743529,1.411648654,2.554708807,-0.302401503,1.778547324,-2.267485241,-3.833269292,2.766963336
2355,118,1.1,-18.1,-0.488,2.05,-0.44,1.01,1.16,-8.3,-1.08,0,1,0,0,1.18E+11,-0.509802277,-15.65578575,0.602471518,2.160223385,-0.383985254,1.188727716,-0.948688555,-5.904876646,0.866684903
2356,118,-2.98,-13.7,-0.788,1.91,-0.957,1.85,-2.25,-4.09,-2.43,0,1,0,0,1.18E+11,-1.360068312,-14.73190341,0.010184232,1.964646292,-0.723732384,1.69621939,-1.449395376,-5.063162297,-0.761773373
2357,118,0.113,-9.47,-0.948,1.24,-1.07,1.57,1.6,-0.0961,-3.4,0,1,0,0,1.18E+11,-0.853023904,-12.24626361,-0.397965338,1.398255606,-0.929038519,1.599352695,-0.276076658,-2.759508236,-2.064974066
2358,118,1.91,-4.52,-1.35,1.02,-2.24,1.08,3.78,4.59,-4.46,0,1,0,0,1.18E+11,0.098035726,-8.596498907,-0.803495433,1.102607277,-1.706322862,1.200776883,1.284583737,0.649091022,-3.248041268
2359,118,1.37,-2.67,-1.54,0.449,-2.24,0.66,3.26,6.21,-5.24,0,1,0,0,1.18E+11,0.535858175,-5.79691462,-1.117217985,0.59174138,-2.022746261,0.785759122,2.044666494,3.228162892,-4.232005868
2360,118,2.14,-2.5,-2.2,-0.409,-1.22,0.33,3.88,6.32,-6.12,0,1,0,0,1.18E+11,1.088019394,-4.239504313,-1.578441424,-0.190447966,-1.546788666,0.435988006,2.750849526,4.662113804,-5.164615296
2361,118,2.66,-5.91,2.28,-1.42,-0.258,-0.274,4.33,3.05,-1.34,0,1,0,0,1.18E+11,1.629110404,-5.028619975,0.065105945,-1.151477936,-0.782650841,-0.108890393,3.3584607,3.914437934,-3.275376126
2362,118,-6.57,-19.9,16.9,0.466,-0.873,-0.478,-5.26,-10.8,13.6,0,1,0,0,1.18E+11,-1.193103025,-12.05362444,7.236122004,0.112758774,-0.836219926,-0.392162568,0.042327435,-2.909912787,5.060526993
2363,118,-5.81,-11.3,5.17,1.21,-1.53,1.02,-4.53,-2.34,1.42,0,1,0,0,1.18E+11,-2.782283749,-11.69762427,6.35603367,0.970373374,-1.247570198,0.691597825,-1.716971345,-2.645595163,3.262221595
2364,118,9.07,-2.87,2.17,-0.881,0.549,-0.782,10.5,5.94,-1.9,0,1,0,0,1.18E+11,1.297387233,-7.527594169,4.572944646,-0.476678312,-0.18236278,-0.439310911,2.983764135,1.336283889,0.712247147
2365,118,1.07,-20.4,2.56,0.358,1.74,0.0166,2.25,-11.4,-1.16,0,1,0,0,1.18E+11,1.219118359,-13.60831485,3.715507761,0.175714502,0.957428517,-0.089423295,2.701433023,-4.570626371,-0.212583807
