,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
2735,137,0.0814,-10.4,1.85,-1.18,0.362,-1.34,-0.083,-0.702,3.15,0,1,0,0,1.37E+11,-0.366192377,-9.171709231,0.294312504,-1.310852167,0.610424042,-1.278574853,-0.412970098,-0.644755333,1.181115986
2736,137,-3.45,-9.43,-0.735,-1.29,0.293,-1.33,-4.35,0.162,1.12,0,1,0,0,1.37E+11,-1.427668904,-9.293721848,-0.144134969,-1.294553878,0.422219636,-1.318040978,-1.927824736,-0.270593486,1.150926621
2737,137,-2.62,-11,0.73,-0.439,0.42,-0.832,-4.05,-1.63,3.05,0,1,0,0,1.37E+11,-1.838080799,-10.09974065,0.228212855,-0.625844532,0.42090358,-0.945030135,-2.744376168,-0.901067223,2.08900888
2738,137,-3.93,-11.5,1.88,0.0363,0.626,-0.291,-5.73,-2.13,4.21,0,1,0,0,1.37E+11,-2.558139712,-10.76120102,0.931810534,-0.108305831,0.54250763,-0.443096454,-3.893157447,-1.47102912,3.136711537
2739,137,-8.83,-14.6,-0.417,1.41,0.891,1,-10.7,-5.17,1.63,0,1,0,0,1.37E+11,-4.716974862,-12.5745891,0.357269218,1.078416964,0.7491328,0.664404082,-6.512232543,-3.186560144,2.392443613
2740,137,-0.745,-12.2,5.29,3.03,-0.642,1.98,-1.85,-2.55,6.38,0,1,0,0,1.37E+11,-3.34978257,-12.39763905,2.458422457,2.603793502,-0.075686058,1.674054686,-4.71834098,-2.891332425,4.362170609
2741,137,4.29,-23.9,-7.55,1.98,-2.54,1.54,4.2,-14.1,-7.82,0,1,0,0,1.37E+11,-0.720095282,-17.83117221,-1.804779968,2.11623036,-1.536806485,1.571174744,-1.286822661,-8.089755946,-1.655437079
2742,137,-1.12,-17,-0.12,2.14,-1.02,2.15,-0.418,-7.35,-1.46,0,1,0,0,1.37E+11,-0.857746369,-17.43853961,-1.087128615,2.134809027,-1.230385887,2.015392721,-0.952524959,-7.746667435,-1.558897352
2743,137,-0.16,-11.1,-1.05,1.55,-0.968,1.99,1.48,-1.69,-3.38,0,1,0,0,1.37E+11,-0.617575296,-14.44431396,-1.071313235,1.677716483,-1.074814234,1.995905152,-0.01656005,-4.937669766,-2.458464612
2744,137,2.46,-4.34,-1.51,1.35,-2.26,1.13,4.65,4.69,-4.67,0,1,0,0,1.37E+11,0.441756,-9.671195972,-1.25817689,1.421570064,-1.777524679,1.331368542,1.778996658,-0.47249108,-3.550893297
2745,137,1.99,-1.11,-2.03,0.743,-2.37,0.532,4.12,7.61,-5.96,0,1,0,0,1.37E+11,0.974676613,-5.627022445,-1.586943785,0.891192983,-2.128810132,0.717895284,2.679746657,3.276055366,-4.740915955
2746,137,2.32,-1.11,-2.49,-0.372,-1.44,0.246,4.19,7.5,-6.78,0,1,0,0,1.37E+11,1.437749956,-3.493252511,-1.971610942,-0.096131126,-1.720406613,0.355740508,3.260848269,5.235061844,-5.748159188
2747,137,1.71,-3.6,0.886,-1.75,-0.0892,-0.445,3.42,5.2,-3.1,0,1,0,0,1.37E+11,1.531461076,-3.543678291,-0.754378794,-1.388811359,-0.753245204,-0.25878566,3.322085259,5.218800562,-4.440052123
2748,137,-5.81,-19.8,17.1,-0.148,-0.969,-0.908,-4.49,-10.6,13.8,0,1,0,0,1.37E+11,-0.995541052,-11.22290712,6.850898808,-0.418980957,-0.881168726,-0.757023473,0.316222002,-2.117738197,4.569957752
2749,137,-4.34,-13,5.9,0.917,-1.2,0.967,-3.18,-3.92,2.26,0,1,0,0,1.37E+11,-2.146736331,-12.06237768,6.445852595,0.62523494,-1.070207531,0.566073763,-1.02902263,-2.953602064,3.42891156
2750,138,8.47,-3.16,4.46,-0.727,0.939,-0.47,9.87,5.7,0.492,0,1,0,0,1.38E+11,1.507647437,-7.857035347,5.59995592,-0.431685232,0.121075031,-0.229058291,3.164604447,1.059817523,1.978169995
2751,138,-0.661,-19.2,1.21,0.727,2.15,0.233,0.759,-10.2,-2.46,0,1,0,0,1.38E+11,0.761177939,-13.21527276,3.730003859,0.473954579,1.324048342,0.125547112,2.238997778,-4.162328364,-0.214145857
2752,138,3.27,-4.86,-4.52,-1.29,1.32,-0.802,4.97,4.11,-8.11,0,1,0,0,1.38E+11,1.624738833,-9.268374155,0.215820095,-0.904769698,1.321648064,-0.586296442,3.289807974,-0.325738039,-4.114448306
2753,138,0.314,-11.1,-2.67,-2.18,2.45,-0.965,1.8,-1.8,-5.35,0,1,0,0,1.38E+11,1.17356981,-10.13360541,-1.013428108,-1.901502339,1.990661102,-0.87693146,2.716573149,-1.009480107,-4.724771781
2754,138,-4.13,-13,0.991,-2.1,1.51,-0.885,-2.85,-3.34,-0.476,0,1,0,0,1.38E+11,-0.651970427,-11.48764486,-0.159618966,-2.056649995,1.705671529,-0.883123632,0.574717634,-2.090342617,-2.62601269
2755,138,0.345,-6.45,-0.393,-1.96,1.3,-1.25,1.18,3.31,-0.77,0,1,0,0,1.38E+11,-0.308803531,-9.107941039,-0.259030297,-1.981107435,1.465144124,-1.164681925,0.807612675,0.414260775,-1.709201019
2756,138,-1.53,-7.18,-1.47,-1.56,0.32,-1.1,-1.26,2.61,-0.917,0,1,0,0,1.38E+11,-0.729151197,-8.197212112,-0.774856744,-1.651965663,0.786174826,-1.115041972,0.012055418,1.432613886,-1.317878729
2757,138,0.776,-9.42,1.94,-1.16,0.317,-1.25,0.492,0.306,3.19,0,1,0,0,1.38E+11,-0.21106354,-8.774837801,0.38156765,-1.26744042,0.507995606,-1.218615152,0.196724148,0.910106111,0.908871046
2758,138,-4.11,-9.21,-0.23,-1.44,0.16,-1.34,-5.09,0.383,1.58,0,1,0,0,1.38E+11,-1.553115353,-8.980401557,0.121063393,-1.402314735,0.301664954,-1.311771656,-1.837453701,0.665641659,1.240387578
2759,138,-2.51,-11.2,-0.168,-0.426,0.436,-1.02,-4.06,-1.81,2.16,0,1,0,0,1.38E+11,-1.882484331,-10.02890466,-0.002066474,-0.639217502,0.381313762,-1.08785226,-2.692624895,-0.482526311,1.694647118
2760,138,-4.48,-12.1,3.25,0.28,0.786,-0.0292,-6.42,-2.78,5.57,0,1,0,0,1.38E+11,-2.776574439,-11.00725751,1.383188542,0.07925197,0.621256956,-0.275392399,-4.126810527,-1.54806248,3.608949154
2761,138,-6.49,-13.9,1.58,2.04,1.32,1.44,-8.3,-4.43,3.35,0,1,0,0,1.38E+11,-4.054771475,-12.37374312,1.467022658,1.611791951,1.035549879,1.04108098,-5.732532613,-2.884664738,3.481036402
2762,138,1.08,-13.7,-0.369,2.75,-0.971,1.89,0.017,-3.95,0.1,0,1,0,0,1.38E+11,-2.287333288,-13.0002458,0.684947753,2.501426595,-0.154156933,1.692581614,-3.520279577,-3.378752363,1.810911183
2763,138,2.46,-22.6,-1.1,1.91,-0.583,1.88,2.38,-12.8,-1.7,0,1,0,0,1.38E+11,-0.653255087,-17.53501799,-0.075371226,2.039161706,-0.408422987,1.836415352,-1.250023447,-7.748195413,0.0766319
2764,138,-1.53,-16.4,0.0599,2.01,-1.26,2.23,-0.67,-6.72,-1.57,0,1,0,0,1.38E+11,-0.955039184,-16.99885327,-0.017750896,2.016368621,-0.913332915,2.138470858,-1.026847289,-7.271332656,-0.736752289
2765,138,-0.192,-10.7,-0.874,1.47,-1.44,1.95,1.55,-1.39,-3.44,0,1,0,0,1.38E+11,-0.692393693,-14.02337455,-0.382480028,1.589321537,-1.2256,1.993829436,-0.035351368,-4.543652774,-2.072071326
2766,138,2.88,-4.99,-1.86,1.13,-2.48,1.3,5.13,3.94,-5.23,0,1,0,0,1.38E+11,0.537258924,-9.756151215,-1.011846614,1.230311287,-1.969348387,1.461351844,1.952125748,-0.609053177,-3.631988382
2767,138,1.59,-1.73,-2.24,0.547,-2.26,0.583,3.83,6.91,-6.29,0,1,0,0,1.38E+11,0.89962263,-5.964724369,-1.53499264,0.696228435,-2.141679109,0.78726306,2.674677149,2.878178513,-4.94496217
2768,138,2.15,-0.776,-3.4,-0.686,-1.36,0.249,4.15,7.79,-7.72,0,1,0,0,1.38E+11,1.330014688,-3.513653077,-2.329413957,-0.384134943,-1.678212466,0.374174504,3.242338538,5.156212642,-6.315743127
2769,138,2.16,-3.64,0.699,-1.92,-0.462,-0.555,3.97,5.18,-3.2,0,1,0,0,1.38E+11,1.615703717,-3.573337414,-1.039426296,-1.584582195,-0.957105931,-0.338918004,3.52232153,5.167244807,-4.776664432
2770,139,-4.1,-19.1,15.9,-0.401,-1.04,-0.63,-2.73,-9.92,12.7,0,1,0,0,1.39E+11,-0.351696938,-10.90788736,6.17611647,-0.659482665,-1.006254768,-0.562308104,1.116609925,-1.830008477,3.856255841
2771,139,-3.9,-14.9,6.56,0.724,-0.0745,1.05,-2.55,-5.72,3.26,0,1,0,0,1.39E+11,-1.573057319,-12.79369803,6.339636038,0.421861021,-0.453806511,0.675053427,-0.294194984,-3.634132073,3.561724279
2772,139,8.52,-0.725,2.13,-0.306,1.12,-0.221,10.3,8.18,-1.58,0,1,0,0,1.39E+11,1.901071116,-7.092636027,4.546493332,-0.147042332,0.47932171,-0.012620394,3.782143393,1.845097383,1.021874825
2773,139,-2.12,-27.2,4.42,0.403,2.19,-0.214,-0.435,-18.2,1.12,0,1,0,0,1.39E+11,0.516979455,-16.59103702,4.492612079,0.282876181,1.493602834,-0.167168638,2.159509188,-7.451538942,1.070345565
2774,139,4.53,-4.33,-2.25,-0.835,0.556,-0.202,6.64,4.67,-5.52,0,1,0,0,1.39E+11,1.898300143,-10.79911707,1.620519125,-0.590866857,0.937687186,-0.19389988,3.883471773,-1.829738583,-2.185077031
2775,139,2.77,-8.42,-3.18,-2.05,2.23,-0.806,4.73,0.853,-5.7,0,1,0,0,1.39E+11,2.198347687,-9.675259842,-0.424317087,-1.731339684,1.703914522,-0.663654485,4.209191237,-0.585521935,-3.921337892
2776,139,-6.15,-15.8,0.503,-2.35,2.09,-0.889,-4.42,-6.25,-0.727,0,1,0,0,1.39E+11,-0.675234637,-12.56849029,-0.029315729,-2.214890618,1.93282905,-0.8365953,0.888929232,-3.212627682,-2.34343584
2777,139,0.704,-5.92,0.0479,-2.14,1.75,-1.16,2.04,3.79,0.0864,0,1,0,0,1.39E+11,-0.200488691,-9.427848694,0.003575196,-2.156355454,1.824427576,-1.084791351,1.331827792,0.035093135,-1.143173661
2778,139,-2.22,-7.31,-1.95,-1.51,0.952,-1.07,-1.48,2.42,-0.937,0,1,0,0,1.39E+11,-0.895624092,-8.42741045,-0.828572587,-1.651157645,1.307155114,-1.073439808,0.249918178,1.141179638,-1.041330371
2779,139,-1.1,-8.95,1.16,-1.17,0.535,-1.09,-0.917,0.698,2.89,0,1,0,0,1.39E+11,-0.965972271,-8.674273395,0.018482702,-1.275080048,0.849335365,-1.086148909,-0.199078018,0.935639123,0.900622744
2780,139,-1.68,-9.11,0.156,-1.15,0.451,-1.28,-2.13,0.427,2.4,0,1,0,0,1.39E+11,-1.211747527,-8.880103588,0.077059774,-1.177316229,0.613157689,-1.234919391,-0.942040717,0.699739401,1.64126781
2781,139,-2.55,-10.8,0.196,-0.374,0.833,-0.949,-3.61,-1.4,2.84,0,1,0,0,1.39E+11,-1.672386999,-9.787032369,0.127723725,-0.549436347,0.743504759,-1.015491315,-1.968593863,-0.274090371,2.233403617
2782,139,-4.13,-12.2,1.65,-0.121,0.729,-0.283,-5.63,-2.86,4.34,0,1,0,0,1.39E+11,-2.518321283,-10.92688001,0.776154755,-0.214566269,0.734904702,-0.453342797,-3.377396568,-1.473399062,3.273995785
2783,139,-9.06,-14.4,0.821,1.4,1.11,1.07,-10.6,-5.06,3.27,0,1,0,0,1.39E+11,-4.770030726,-12.56752677,0.795257093,1.047394642,0.957303083,0.715742622,-6.156444586,-3.136814416,3.272021984
2784,139,0.323,-12.4,5.95,3.11,0.00367,2.04,-0.497,-2.7,7.41,0,1,0,0,1.39E+11,-3.01696012,-12.48838959,2.990978879,2.659547263,0.391882917,1.732040396,-3.978854808,-2.934226018,5.316052383
2785,139,4.28,-24.8,-5.77,2.28,-2.35,1.54,4.45,-15,-5.75,0,1,0,0,1.39E+11,-0.505275561,-18.30419921,-0.740860556,2.362889354,-1.233811356,1.584659476,-0.735676541,-8.530163333,-0.15022806
2786,139,-0.955,-16.8,-1,2.4,-0.819,1.85,-0.0483,-7.09,-2.17,0,1,0,0,1.39E+11,-0.660075071,-17.59363894,-0.851243975,2.391895476,-0.987864873,1.788294374,-0.471194028,-7.862235781,-1.147931658
2787,139,-0.505,-10.9,-0.91,1.69,-0.715,1.79,0.802,-7.4,-3.23,0,1,0,0,1.39E+11,-0.606696725,-14.43166962,-0.876271789,1.84328709,-0.826080095,1.789603323,0.018694023,-7.647857331,-2.176407683
2788,139,1.6,-5.17,-1.14,1.35,-2.06,1.19,3.9,3.85,-4.22,0,1,0,0,1.39E+11,0.152869711,-10.05660345,-0.988609839,1.457729051,-1.55768555,1.329439391,1.512107787,-2.315311865,-3.185877653
2789,139,1.65,-1.53,-2.31,0.686,-2.12,0.483,3.9,3.57,-4.96,0,1,0,0,1.39E+11,0.668196477,-6.028770865,-1.55147111,0.854538,-1.891088271,0.679841739,2.430899342,0.414213481,-4.06223809
2790,140,2.13,0.124,-2.99,-0.254,-1.54,0.163,4.17,8.76,-7.17,0,1,0,0,1.4E+11,1.171363475,-3.12229925,-2.164228995,-0.011906247,-1.682923922,0.283192923,3.100054757,4.284872715,-5.597374377
2791,140,3.14,-3.06,2.38,-1.96,-0.156,-0.839,4.95,5.78,-1.45,0,1,0,0,1.4E+11,1.848987308,-3.092870043,-0.228562483,-1.534555579,-0.777592939,-0.578031042,3.811859843,4.978291948,-3.54870242
2792,140,-10.7,-24.1,16,0.415,-1.89,-1.02,-9.55,-14.9,12.7,0,1,0,0,1.4E+11,-2.47049584,-13.01630607,6.68417985,-0.010763705,-1.437152039,-0.917218929,-1.329395528,-4.240981817,4.477643394
2793,140,-0.115,-9.92,6.82,0.852,-0.727,0.869,0.906,-0.879,3.16,0,1,0,0,1.4E+11,-1.659711314,-11.5536601,6.742034074,0.66358092,-1.016094619,0.453610052,-0.469280295,-2.681741649,3.826769207
2794,140,4.47,-6.08,4.05,-0.0626,0.762,-0.38,5.79,2.79,0.0795,0,1,0,0,1.4E+11,0.450194734,-8.967989631,5.595331364,0.095990745,0.038158413,-0.186141762,1.939108818,-0.144024375,1.975736545
2795,140,-1,-13,0.56,-0.0174,1.5,-0.0964,0.355,-4.13,-3.31,0,1,0,0,1.4E+11,-0.048976367,-10.87264754,3.450474214,0.007363419,0.904901323,-0.117269686,1.329589784,-1.992664206,-0.635250372
2796,140,3.91,-7.1,-2.89,-1.46,1.5,-0.644,5.52,1.94,-6.34,0,1,0,0,1.4E+11,1.313741748,-9.090508483,0.749676452,-1.13954234,1.257742262,-0.52150746,2.941937831,-0.168749492,-3.453216624
2797,140,-0.754,-13,-1.78,-2.28,2.02,-0.869,5.38,2.29,-5.29,0,1,0,0,1.4E+11,0.602004969,-10.93729043,-0.327868236,-2.03093528,1.709693745,-0.788189699,3.880033334,0.971584136,-4.360529593
2798,140,-1.88,-10.9,-0.129,-2.35,1.56,-0.799,-0.662,-1.21,-1.3,0,1,0,0,1.4E+11,-0.252325226,-10.91967484,-0.243158027,-2.280319339,1.620938546,-0.796486055,2.132390924,-0.04020411,-2.848724593
2799,140,0.438,-7.22,0.012,-1.95,1.54,-1.11,1.25,2.55,0.0608,0,1,0,0,1.4E+11,-0.014708586,-9.172006877,-0.134470539,-2.022138521,1.572949116,-1.037091509,1.792872543,1.161096328,-1.411511318
2800,140,-1.53,-7.23,-1.74,-1.59,0.945,-0.974,-1.27,2.53,-0.788,0,1,0,0,1.4E+11,-0.536286586,-8.254633561,-0.818364232,-1.684374814,1.200630764,-0.988672081,0.61436822,1.795974703,-1.103516409
2801,140,0.728,-8.9,2.39,-1.04,0.66,-1.2,0.451,0.769,4.01,0,1,0,0,1.4E+11,-0.101106879,-8.559494276,0.548275357,-1.18072507,0.8800845,-1.150855167,0.551508879,1.319678188,1.42239934
2802,140,-2.84,-10.3,0.63,-1.29,0.616,-1.12,-3.79,-0.803,2.79,0,1,0,0,1.4E+11,-1.043860441,-9.381681734,0.583086904,-1.266135404,0.723505721,-1.127175455,-1.118977534,0.335209728,2.097950862
2803,140,-4.33,-11.4,-0.0359,-0.246,0.825,-0.837,-5.81,-2.04,2.46,0,1,0,0,1.4E+11,-2.174981542,-10.33510317,0.319422332,-0.46878751,0.783682855,-0.904481083,-2.92394661,-0.766379325,2.276791723
2804,140,-4.19,-12.5,2.4,0.0791,0.624,-0.145,-6.05,-3.17,4.89,0,1,0,0,1.4E+11,-2.86857047,-11.35776618,1.205668295,-0.040553227,0.689005037,-0.321619342,-4.126761167,-1.881145031,3.567634028
2805,140,-7.02,-13.4,2.36,1.59,0.797,1.56,-8.74,-4,4.42,0,1,0,0,1.4E+11,-4.297532795,-12.32248495,1.69736908,1.233903293,0.753036504,1.122424375,-5.901801296,-2.863840348,3.988675941
2806,140,3.05,-14.8,-1.69,2.84,-0.933,2,2.17,-5.11,-0.818,0,1,0,0,1.4E+11,-1.768440719,-13.49282395,0.254480343,2.489244262,-0.246634201,1.795917455,-2.796006739,-3.905577859,1.614329798
2807,140,2.04,-21.2,-0.543,2.16,-0.767,1.61,2.13,-11.4,-0.856,0,1,0,0,1.4E+11,-0.457538477,-17.13357235,-0.085215549,2.231903765,-0.555165158,1.653235609,-0.900622479,-7.381385912,0.39406488
2808,140,-0.871,-16,-0.532,2.26,-1.51,2.13,0.0801,-6.3,-1.92,0,1,0,0,1.4E+11,-0.599855943,-16.5980907,-0.275528513,2.253864052,-1.121297856,2.019127261,-0.523268974,-6.879854331,-0.749010078
2809,140,0.211,-9.64,-0.828,1.71,-1.12,1.58,1.93,-0.306,-3.3,0,1,0,0,1.4E+11,-0.32075146,-13.3111989,-0.510860084,1.828774572,-1.120528345,1.682120245,0.420677601,-3.83099258,-2.009118523
2810,141,1.59,-4.4,-1.83,1.48,-1.91,1.18,3.74,4.57,-5.17,0,1,0,0,1.41E+11,0.336947747,-9.101689564,-1.07276288,1.556168939,-1.588615268,1.296769358,1.697856386,0.065270427,-3.570494199
2811,141,1.74,-1.24,-2.66,0.658,-2.22,0.639,3.93,7.4,-6.75,0,1,0,0,1.41E+11,0.819891952,-5.387951795,-1.748864774,0.854151227,-1.962970649,0.791966012,2.556720396,3.467015521,-5.141069665
2812,141,2.11,0.407,-2.91,-0.605,-1.56,0.114,4.05,8.96,-7.29,0,1,0,0,1.41E+11,1.263959626,-2.650508244,-2.243463678,-0.286335787,-1.724044622,0.271662799,3.131291058,6.014584958,-6.202573375
2813,141,0.891,-6.03,8.91,-2.02,-0.454,-1.14,2.48,2.83,5.03,0,1,0,0,1.41E+11,1.135583294,-4.246926783,2.507482042,-1.64138483,-0.971020365,-0.811714051,2.880693196,4.537618934,-0.654036716
2814,141,-9.62,-27,11.3,0.517,-1.27,-0.372,-8.74,-17.9,7.75,0,1,0,0,1.41E+11,-2.566592815,-14.9951186,6.252755999,0.045630069,-1.148288863,-0.474256679,-1.590611695,-5.868634913,3.497292047
2815,141,0.807,-5.83,3.75,1,-0.827,0.897,1.7,3.14,-0.122,0,1,0,0,1.41E+11,-1.405369435,-10.66566154,5.186678374,0.791575026,-0.957792966,0.578110624,-0.32447994,-1.690555916,1.709476062
2816,141,2.06,-13.7,4.89,-0.418,1.82,-0.734,3.19,-4.79,0.895,0,1,0,0,1.41E+11,-0.212555665,-12.09903493,5.060304761,-0.153840761,0.689192881,-0.428865206,1.027789812,-3.12803474,1.307150597
2817,141,-0.189,-7.35,-5.57,-0.292,0.867,0.381,1.14,1.53,-9.51,0,1,0,0,1.41E+11,-0.204447575,-9.855665918,0.532204444,-0.261827382,0.794616784,0.192663702,1.070965026,-0.967703352,-4.036180337
2818,141,2.61,-7.39,-4.05,-1.59,1.67,-1.01,4.04,1.69,-7.47,0,1,0,0,1.41E+11,0.764312557,-8.690924283,-1.419638179,-1.299940234,1.313641667,-0.730317351,2.213363372,0.264902339,-5.732378717
2819,141,-3.57,-17,-1.55,-2.37,2.2,-0.988,-2.34,-7.57,-3.87,0,1,0,0,1.41E+11,-0.727599865,-12.6160002,-1.475167271,-2.136309418,1.839173879,-0.928075196,0.461361526,-3.368815927,-4.812422383
2820,141,-0.539,-9.12,0.68,-2.22,1.63,-0.903,0.457,0.569,-0.425,0,1,0,0,1.41E+11,-0.662681952,-10.96454496,-0.557149049,-2.201722825,1.715152246,-0.908831301,0.459683333,-1.542511941,-2.645174274
2821,141,-0.555,-6.32,-1.4,-1.83,0.929,-1.15,-0.0358,3.47,-1.44,0,1,0,0,1.41E+11,-0.625616782,-8.770535481,-0.916171069,-1.91118063,1.249033431,-1.09391556,0.269035748,0.782221044,-2.049856267
2822,141,-0.177,-7.6,-0.33,-1.64,0.494,-1.15,-0.214,2.17,0.501,0,1,0,0,1.41E+11,-0.471198532,-8.217592993,-0.666484784,-1.699223162,0.801365305,-1.136957396,0.083177631,1.425853561,-0.789813826
2823,141,-0.146,-8.89,0.699,-1.08,0.445,-1.62,-0.859,0.782,2.19,0,1,0,0,1.41E+11,-0.359262041,-8.535227588,-0.084840878,-1.215232261,0.590072159,-1.507667162,-0.279344947,1.127243282,0.682120139
2824,141,-2.71,-10.9,2.33,-1.12,0.766,-0.839,-4.11,-1.39,4.36,0,1,0,0,1.41E+11,-1.168408872,-9.652308483,0.94378826,-1.14079779,0.69438181,-0.994500316,-1.753269722,-0.040218959,2.498876719
2825,141,-5.03,-12.1,-0.4,0.0632,0.826,-0.683,-6.85,-2.67,1.82,0,1,0,0,1.41E+11,-2.497606086,-10.80855941,0.371386235,-0.199741238,0.772419754,-0.755440248,-3.714343357,-1.259874682,2.163533083
2826,141,-6.14,-12.3,3.57,0.754,0.827,0.295,-8.21,-2.89,5.61,0,1,0,0,1.41E+11,-3.751353373,-11.51309244,1.733872428,0.545712332,0.804781031,0.050717317,-5.444141379,-2.015904067,3.865978976
2827,141,-1.2,-12.8,6.58,2.47,0.492,1.61,-2.93,-3.21,7.78,0,1,0,0,1.41E+11,-2.873152799,-12.1210073,3.798136021,2.049754586,0.619329521,1.247384677,-4.476772877,-2.569709087,5.799381872
2828,141,2.03,-17.5,-5.21,1.94,-1.75,2.15,1.05,-7.77,-5.27,0,1,0,0,1.41E+11,-1.185440032,-14.66195835,-0.038982858,1.963969363,-0.785473559,1.94009448,-2.350231331,-4.981531313,0.331456776
2829,141,-0.505,-17.1,-0.891,1.98,-0.756,2.14,-0.497,-7.38,-1.81,0,1,0,0,1.41E+11,-0.951225968,-15.81365084,-0.401909321,1.976499082,-0.767998332,2.09351152,-1.637161784,-6.093907617,-0.726355222
2830,142,-0.8,-16,-0.733,1.77,-1.47,2.1,0.245,-6.41,-2.57,0,1,0,0,1.42E+11,-0.899172526,-15.90167923,-0.542941185,1.815097347,-1.184223317,2.098491014,-0.912960634,-6.240506775,-1.637057493
2831,142,0.666,-10.2,-0.469,1.26,-2.11,1.91,2.51,-0.913,-3.15,0,1,0,0,1.42E+11,-0.360424951,-13.20829608,-0.511445094,1.381227775,-1.733127037,1.953834061,0.404095124,-3.769683596,-2.384403364
2832,142,1.96,-3.7,-2.12,1.03,-2.34,1.21,4.19,5.2,-5.58,0,1,0,0,1.42E+11,0.438287849,-8.71672746,-1.196627458,1.106704657,-2.092949037,1.382980618,1.860801303,0.390330187,-3.962927157
2833,142,1.08,-0.917,-2.93,0.202,-2.14,0.461,3.28,7.75,-6.96,0,1,0,0,1.42E+11,0.659171414,-5.032259602,-1.934977403,0.399578574,-2.120846163,0.675409041,2.406867701,3.803642171,-5.443386521
2834,142,3.04,-0.242,-3.03,-1.09,-1.27,0.0832,5,8.45,-7.14,0,1,0,0,1.42E+11,1.478675705,-2.76941675,-2.401414826,-0.764690766,-1.616369548,0.220919787,3.404629639,5.958557896,-6.28145994
2835,142,1.33,-7.94,9.13,-1.95,-0.456,-1.08,2.98,1.1,5.7,0,1,0,0,1.42E+11,1.427500099,-5.211918503,2.510523635,-1.691140198,-0.928372923,-0.777467677,3.241244503,3.705226669,-0.362997163
2836,142,-14.4,-24,9.31,1.03,-1.12,-0.122,-13.4,-14.8,6.08,0,1,0,0,1.42E+11,-4.020478902,-14.08711096,5.406838762,0.435729813,-1.041990852,-0.274430752,-3.161822548,-4.877238879,2.819639947
2837,142,2.02,-6.1,2.22,0.78,-0.332,0.973,3.22,2.93,-1.42,0,1,0,0,1.42E+11,-1.941287451,-10.31412606,4.04936825,0.704814766,-0.621028996,0.682906654,-0.706282712,-1.256350587,0.72539171
2838,142,1.47,-14.8,7.24,-0.0877,1.79,-0.772,2.84,-5.81,3.56,0,1,0,0,1.42E+11,-0.767089195,-12.43318203,5.408454343,0.085377402,0.808498166,-0.4336576,0.658223768,-3.368269506,2.125598668
2839,142,1.27,-8.53,-7.25,-0.375,0.655,0.377,2.85,0.396,-11,0,1,0,0,1.42E+11,-0.065903332,-10.58938046,0.016440522,-0.274458119,0.717487298,0.188479423,1.50155552,-1.622453928,-4.358032606
2840,142,3.01,-7.09,-3.94,-1.69,1.96,-1.02,4.53,2.04,-7.19,0,1,0,0,1.42E+11,0.992852442,-8.936328567,-1.668850724,-1.380859668,1.454187579,-0.738964882,2.666813013,0.076140992,-5.756935101
2841,142,-3.86,-18.2,-2.02,-2.34,2.71,-1.05,-2.5,-8.69,-4.14,0,1,0,0,1.42E+11,-0.677546427,-13.31234076,-1.818426778,-2.13053315,2.198773418,-0.97766792,0.678773542,-3.989472471,-4.958220154
2842,142,-0.95,-8.29,0.496,-2.16,2.19,-0.939,0.153,1.41,-0.404,0,1,0,0,1.42E+11,-0.771327587,-10.93986642,-0.832570148,-2.153564798,2.19357159,-0.947992336,0.476471164,-1.485272629,-2.708579214
2843,142,-1.38,-5.46,-0.984,-1.7,1.02,-1.09,-0.754,4.33,-0.822,0,1,0,0,1.42E+11,-0.980838537,-8.351264237,-0.897073442,-1.799054113,1.497747309,-1.056975766,0.003021621,1.211769494,-1.776668668
2844,142,-2.09,-9.29,-0.843,-1.39,0.218,-1.1,-2,0.47,0.0855,0,1,0,0,1.42E+11,-1.362622647,-8.794708142,-0.874040237,-1.47933337,0.738970215,-1.089994618,-0.76768288,0.867747171,-0.856816147
2845,142,2.6,-9.35,0.95,-1.13,0.55,-1.59,2.07,0.322,2.5,0,1,0,0,1.42E+11,0.001350491,-9.057019411,-0.097069381,-1.206290957,0.62692758,-1.473722445,0.324174988,0.61463726,0.801345031
2846,142,-3.32,-9.91,1.42,-0.981,0.831,-1.32,-4.65,-0.423,3.49,0,1,0,0,1.42E+11,-1.141890557,-9.459953874,0.549143704,-1.030201326,0.747924478,-1.355748603,-1.589743007,0.133395599,2.129455691
2847,142,-6.13,-11.7,-0.136,-0.119,0.817,-0.749,-8.07,-2.39,2.14,0,1,0,0,1.42E+11,-2.858846274,-10.51811614,0.257298882,-0.317997379,0.788880143,-0.890101011,-4.083157428,-1.036920056,2.134664298
