,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,RPM/SPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
1969,1969,98.5,-4.14,-9.01,5.67,0.312,-0.308,0.0483,-1.55,-0.608,1.34,0.0,0.0,0.0,1.0,30.0,98500000000.0,-4.172248251714928,-9.057249971390506,5.686754682241397,0.19164226941659834,-0.21003912684026896,-0.0639709972939258,-1.4737695671336126,-0.696767094346126,1.3243299108380122,0.20067648368649588,0.3293795720865794,0.051648238499713194,1.3043089662895841,1.6243474204535895,2.0406146174947413,1.631099697645672,2.0893606244861,1.311327851850344
1970,1970,98.6,-2.41,-8.19,5.58,0.591,-0.077,0.24,0.215,0.108,1.06,0.0,0.0,0.0,1.0,30.0,98600000000.0,-3.1503159419214906,-8.410660667782366,5.621325209159184,0.4951053499814307,-0.1162475280351184,0.15559545849176487,-0.5430409137792247,-0.2445578664773917,1.1572025081977526,0.17121137725763946,0.28872272671284666,0.043714079136956484,0.6139831805495773,1.289748662337257,1.500379174172913,1.9367260035637874,1.9167189863532095,1.3825748366394182
1971,1971,98.6,-3.04,-8.22,4.44,0.622,-0.374,0.305,-0.374,-0.106,-0.382,0.0,0.0,0.0,1.0,30.0,98600000000.0,-3.0863434172220963,-8.268511437263463,4.897296760305276,0.591529758747933,-0.2979611197238559,0.2635143984520569,-0.4498776943622411,-0.16670037627557466,0.18401388678490985,0.12497266954305446,0.24041059398537246,0.03428513981836172,0.48485776112836637,1.0610143168283022,1.187571373950358,2.1206212498411565,2.5623799616171543,1.544341496805174
1972,1972,98.7,-3.8,-7.95,5.97,0.6990000000000001,-0.239,0.461,-1.04,-0.0558,0.852,0.0,0.0,0.0,1.0,30.0,98700000000.0,-3.500194704133234,-8.031041135867172,5.554751238045714,0.6731940076075114,-0.256393962050383,0.40616357800277175,-0.7751107592292598,-0.10438399374328766,0.6063601860056438,0.10358313035688457,0.1750343573438274,0.022667999886186216,0.5042838795329838,0.8051210268218781,0.8767552369491393,2.505090550174342,2.9530892162480957,1.6276808179348703
1973,1973,98.7,-3.59,-8.33,6.07,0.78,-0.245,0.464,-0.721,-0.6920000000000001,0.632,0.0,0.0,0.0,1.0,30.0,98700000000.0,-3.5522729797701977,-8.253933574360948,5.870544807298972,0.7543534860546117,-0.24836130660362096,0.4479403777596165,-0.7452887987336879,-0.4345731487079073,0.6225714404834339,0.09169152920076581,0.10734958710997854,0.014697929010722708,0.49546788190307184,0.7876416444841896,0.6427738783562524,3.1265966739066813,3.2986924629232646,2.054226663533228
1974,1974,98.8,-3.38,-8.16,6.09,0.939,-0.679,0.461,-0.466,-0.8270000000000001,0.263,0.0,0.0,0.0,1.0,30.0,98800000000.0,-3.452371495638224,-8.18390011721528,6.005047922704134,0.8946622767774849,-0.5519584082383162,0.4573736922887221,-0.5913648408977364,-0.6550829756699412,0.3952259017222047,0.10210419047926103,0.05243466447940077,0.011123381791252886,0.5034577578122951,0.5801141741257076,0.5259360605894707,3.5420077163487873,3.5169011303549707,3.0268893420990266
1975,1975,98.8,-3.29,-6.7,6.12,0.862,-0.507,0.568,-0.35700000000000004,0.295,-0.0955,0.0,0.0,0.0,1.0,30.0,98800000000.0,-3.3582118195051236,-7.077559806861457,6.075501422506446,0.8698429297758865,-0.5202630841091805,0.537282075091433,-0.4621997477086423,-0.12121884972353025,0.08495557582747015,0.1289695599473307,0.044352622425494134,0.010351601446450732,0.4760468265706664,0.46820478406115557,0.6025435811239265,3.5218525295913468,3.0979259156846113,3.425006471008902
1976,1976,98.9,-4.44,-6.86,7.26,0.983,-0.748,0.754,-1.49,-0.23,0.662,0.0,0.0,0.0,1.0,30.0,98900000000.0,-3.985543641366373,-6.915355489467824,6.801474988752637,0.9558284580186676,-0.6808159402781082,0.6938232902751996,-1.0286495287799804,-0.18234441267747933,0.44980234900287736,0.11662698545270424,0.08787568356811779,0.015967315566460947,0.4061095118106275,0.5865079018975016,0.7529446141107737,3.47369695282787,2.9177742906814848,3.283393528992449
1977,1977,98.9,-4.51,-6.21,7.25,1.06,-0.64,0.879,-1.53,-0.0588,0.21600000000000005,0.0,0.0,0.0,1.0,30.0,98900000000.0,-4.289677384979681,-6.389468969502028,7.0763737900120995,1.0349860544005365,-0.6520409947712176,0.8275814340049655,-1.304957931300928,-0.11292318093597165,0.3019765891366661,0.13161935821182139,0.14669830270407455,0.024960893024547723,0.36245063931287597,0.7204023569637736,0.8907796127664899,3.1154404043210717,2.6820190654523333,2.7425338654565246
1978,1978,99.0,-3.53,-5.75,7.21,0.981,-0.621,0.85,-0.495,-0.0863,-0.196,0.0,0.0,0.0,1.0,30.0,99000000000.0,-3.8491384705423375,-5.912704934620324,7.158272668576126,0.9939632560444582,-0.6301573177777857,0.8437749868270752,-0.8585672197970076,-0.0979632653415554,-0.012878111874616072,0.12996781211518008,0.1980557442859218,0.03202105075286763,0.3978954166661118,1.071486307301211,0.9155474590704893,2.7808371603468216,2.4601510559721333,2.0452122166435687
1979,1979,99.0,-3.78,-5.65,7.53,0.7909999999999999,-0.6990000000000001,0.893,-0.754,-0.445,-0.211,0.0,0.0,0.0,1.0,30.0,99000000000.0,-3.8090448744742815,-5.716842077908617,7.386102673408363,0.8397359945267615,-0.6786908992451803,0.8793315479171339,-0.8009372732311963,-0.2929677717928893,-0.1381442557579905,0.14682558261939305,0.23629466466156146,0.04048416137827042,0.5934935063494026,1.451098954761555,0.906768284009743,2.518561633988519,2.001500562365934,1.6095245321449898
1980,1980,99.1,-1.5,-4.77,7.48,0.639,-0.691,1.11,1.53,0.0307,-0.512,0.0,0.0,0.0,1.0,30.0,99100000000.0,-2.4700237265622427,-5.010912189075113,7.443651900580787,0.6872011719332911,-0.6873687133010967,1.0459496100711534,0.4837081398358458,-0.11109458924282103,-0.3745213265099807,0.1630411688767494,0.2709103236240112,0.048558601060287046,1.0220615166092917,1.8883987650945613,1.0531318604112436,2.1119681828402492,1.6964559254982083,1.346315248485629
1981,1981,99.1,-1.39,-4.21,7.88,0.665,-0.758,0.848,1.56,0.201,-0.368,0.0,0.0,0.0,1.0,30.0,99100000000.0,-1.8437151410274009,-4.413782184534567,7.711087601854768,0.6703310110385291,-0.7371632584271016,0.9029652541290304,1.0768829801126407,0.064275472465539,-0.3703981003398696,0.192287841570769,0.30309802895808613,0.05453663803240511,1.7565100303129721,2.6810220965247393,1.666202304074336,1.9551963786181545,1.7635934496844494,1.1827133453586298
1982,1982,99.2,-1.39,-3.62,7.88,0.7240000000000001,-0.52,0.379,1.47,0.4,-0.6,0.0,0.0,0.0,1.0,30.0,99200000000.0,-1.5806045385291465,-3.821967929697567,7.814613260543282,0.7111128657314281,-0.5840647571183578,0.5244910079720719,1.2935408992892687,0.2529235081598926,-0.5155680687620903,0.2093824791147985,0.32794217770901435,0.054713860605321685,2.1255173952974475,3.3591639398853186,2.7272070536583906,1.6958097869550686,1.9522527326680525,0.9566558092798646
1983,1983,99.2,-2.12,-3.15,8.18,0.594,0.0348,0.203,0.675,0.5539999999999999,-0.456,0.0,0.0,0.0,1.0,30.0,99200000000.0,-1.8934013077659853,-3.3209739623820966,8.038557205800366,0.6221213877632168,-0.14776968921862088,0.2922693672758091,0.952645529589444,0.4221023643078196,-0.47790508016574607,0.20518957022241158,0.32818624213221315,0.055095030065354406,2.0662947756228043,2.1655267753877245,2.187191085449768,1.7433724225791072,2.1391378563205627,1.189636542632282
1984,1984,99.3,-1.74,-2.8,7.58,0.498,-0.099,-0.0879,1.03,0.659,-1.17,0.0,0.0,0.0,1.0,30.0,99300000000.0,-1.8044434946386492,-2.9325553166722043,7.757509674457675,0.527804300334668,-0.11338741935822848,0.017662768913218663,0.9952777493407354,0.5552182533990856,-0.9154945824445836,0.19124747151991056,0.30805670147701625,0.04924538033619951,0.931157040063188,1.4405361594474906,1.6139631662173106,1.9791173395193844,2.29892603225188,1.292809953521567
1985,1985,99.3,-1.84,-2.28,7.34,0.297,0.0519,-0.322,0.894,1.03,-1.48,0.0,0.0,0.0,1.0,30.0,99300000000.0,-1.8250628242349127,-2.4460345717441894,7.501620116019835,0.352421234535132,0.003138985958905036,-0.22768481895592646,0.9394607150555192,0.8220043519607121,-1.272413353679878,0.15081664485290408,0.2650043714634614,0.04036580139522927,0.4386921070532337,1.2605998006830519,1.3570286180486713,2.157962273774117,2.4598653988724877,1.3946058051869763
1986,1986,99.4,-2.66,-2.32,7.84,-0.128,0.265,-0.278,0.0856,0.968,-0.979,0.0,0.0,0.0,1.0,30.0,99400000000.0,-2.309245120913341,-2.35206788117346,7.709011597186067,-0.01264019033712832,0.18774905020275207,-0.2640288308491399,0.4688739376119647,0.9040412259011559,-1.0868974370290398,0.1151100071267177,0.20929095343113394,0.03053875718229775,0.4651861700354694,0.9213657099407261,1.157778237518877,2.340971517268891,2.885880756067793,1.6680809444760396
1987,1987,99.4,-2.76,-2.57,8.1,-0.507,0.509,-0.206,0.127,0.882,-0.619,0.0,0.0,0.0,1.0,30.0,99400000000.0,-2.5706390459617183,-2.514549830149872,7.948646724347785,-0.3882932461901953,0.4142285914726031,-0.22211303951093547,0.28045754776403553,0.8916559872054756,-0.7910608318251405,0.0857026804757519,0.14348173532635414,0.01894493070395396,0.4983229419220597,0.8715044498095624,0.9301586048459927,2.6891998307598697,3.1265598278460582,1.7367231994342405
1988,1988,99.5,-2.53,-2.95,7.05,-0.86,0.601,-0.214,0.546,0.815,-1.47,0.0,0.0,0.0,1.0,30.0,99500000000.0,-2.547072340574149,-2.8392051498023965,7.397870627917517,-0.7467327370618951,0.5459010581117218,-0.21625277311021326,0.4268055024021322,0.8485819773624772,-1.2203324174224874,0.09448954594122067,0.08678648937445074,0.013374360285102012,0.5203347869606625,0.7226309610922655,0.6617918014046318,3.224792728073225,3.5625124256110534,2.5767130975647055
1989,1989,99.5,-2.64,-2.86,6.78,-1.16,0.95,-0.333,0.6759999999999999,1.36,-1.43,0.0,0.0,0.0,1.0,30.0,99500000000.0,-2.600961393594144,-2.854708930506803,7.019180849170217,-1.060765321222693,0.8307878090878424,-0.3005824507895227,0.5641436344407617,1.135954505916007,-1.3528985051243154,0.1104288245721466,0.04568645805138474,0.010066530885058357,0.5294236553181875,0.5205699085219385,0.5826219883028199,3.5227761993039555,3.4512746029765573,3.143055102686988
1990,1990,99.6,-2.94,-3.7,6.63,-1.27,0.921,-0.501,0.6459999999999999,1.07,-1.16,0.0,0.0,0.0,1.0,30.0,99600000000.0,-2.7975707993159937,-3.484926224691944,6.780653866800088,-1.2197580895407416,0.8943867378358976,-0.4453494492824996,0.6092570068910701,1.0988938301240452,-1.2309349156384528,0.11917776306613911,0.05325547684261898,0.012826191942295163,0.502770271838978,0.4583224108941778,0.6739823329986546,3.520483461427723,3.0942824269886384,3.3870817671338886
1991,1991,99.6,-3.6,-5.33,6.27,-1.53,0.992,-0.696,0.174,0.0611,-1.01,0.0,0.0,0.0,1.0,30.0,99600000000.0,-3.2629015313415737,-4.860543843919189,6.467676579993412,-1.4555040013949303,0.9632033528505484,-0.6264010960700428,0.3693745625523438,0.5157438120879007,-1.0912448136486446,0.1229772046604398,0.10860640480937317,0.018964577851167008,0.4619352941226496,0.5798282427629338,0.8212757561770547,3.412095413781649,2.983752945502675,3.1436392203910173
1992,1992,99.7,-3.4,-7.78,6.73,-1.8,0.893,-1.04,0.474,-1.68,0.103,0.0,0.0,0.0,1.0,30.0,99700000000.0,-3.3424053463641346,-7.037180808409111,6.628453341906479,-1.7172788191468116,0.9137105140523496,-0.9251547254887712,0.4270366027894403,-0.7180735167540863,-0.3361619325525772,0.1168029435814004,0.15900207012827441,0.02679735301939549,0.4286047649778754,0.8118247220323607,0.9227344435937586,2.9763748153387866,2.7109200558438764,2.544064291980665
1993,1993,99.7,-3.62,-8.3,5.23,-1.81,0.8590000000000001,-1.4,0.1,-1.41,-0.667,0.0,0.0,0.0,1.0,30.0,99700000000.0,-3.5033831439963965,-7.978691487986406,5.771348091532631,-1.78773554055614,0.8751400262494616,-1.2681482725846074,0.2467974862135977,-1.1068760991974964,-0.5453402810989171,0.13525064481908802,0.20713098495490856,0.03773857562129861,0.480263020024039,1.0860843619851872,0.9101995099252771,2.6158289970403854,2.320404790091297,2.2376008640374403
1994,1994,99.8,-3.53,-9.31,6.56,-1.7,0.557,-1.51,-0.108,-1.65,1.47,0.0,0.0,0.0,1.0,30.0,99800000000.0,-3.5188183116555636,-8.9712654019519,6.254708981298636,-1.7210672891713985,0.6508536522693846,-1.4428442992785313,0.05125855959399223,-1.4120645567127,0.7288950765938581,0.15617694048850644,0.24857061754908172,0.04524921436003274,0.7451883345849994,1.5101625722166838,1.000618793624826,2.3680835039710324,1.8694789876519768,1.8149528867981677
1995,1995,99.8,-5.78,-12.3,9.53,-0.7659999999999999,0.461,-0.747,-2.78,-4.1,5.05,0.0,0.0,0.0,1.0,30.0,99800000000.0,-4.830083594705477,-11.453044979445894,8.262118777481518,-0.995332858882932,0.5170082311719595,-0.9402171564445092,-1.5091280588911662,-2.9224508194615515,3.4609919310155237,0.1845415868131022,0.28716807247641535,0.04993057660596206,1.2853002195681604,2.0438769113081845,1.4847351187374307,1.9594014191384577,1.5710313455437819,1.3117637377663487
1996,1996,99.9,-6.26,-5.44,5.72,0.0406,0.274,-0.316,-3.36,2.92,1.5,0.0,0.0,0.0,1.0,30.0,99900000000.0,-5.659295982078104,-6.969944632485197,6.704066395248808,-0.2081504984333451,0.3456892213219388,-0.4893282587313518,-2.5291958535271077,0.36049926360603207,2.221119318627379,0.2068365397607079,0.3238260140904414,0.053348100800907385,2.0160353117404437,3.1009204614015653,2.465317336754559,1.8059379077716264,1.9013787659338954,1.1197372674193131
1997,1997,99.9,-4.06,-7.76,3.54,0.126,-0.56,0.0581,-1.25,0.603,-0.7509999999999999,0.0,0.0,0.0,1.0,30.0,99900000000.0,-4.73186003569776,-7.558980397914528,4.764825443608519,0.0457630414084062,-0.29281496961113385,-0.09390604489167048,-1.8241948547056244,0.496763611970259,0.3419431375991457,0.21588520217139456,0.3375518231196445,0.054885061620484295,2.005120350804758,3.4118643112063833,2.771438766505277,1.591550668385989,1.9674725931155244,1.0579513717208568
1998,1998,100.0,-1.95,-10.4,5.02,-0.00519,-0.13,0.0887,0.7959999999999999,-2.08,0.612,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.1186521696837963,-9.677137574254171,4.921220678348211,0.007044957562458383,-0.17803161924446648,0.03799522980773812,-0.3801313930626118,-0.9511537457331259,0.5126914655209633,0.21830767048264071,0.3360602742860485,0.0530476161582341,1.5190554757458623,1.6515250386669507,2.1622053032193733,1.8479386089072716,2.214203878722239,1.254498563074318
1999,1999,100.0,-2.79,-7.78,5.22,-0.267,0.101,0.128,0.0127,0.556,0.882,0.0,0.0,0.0,1.0,30.0,100000000000.0,-2.928065896780123,-8.26270324243291,5.104340945061347,-0.20119570810039256,0.018683606985998358,0.1030081101630973,-0.16363090675650732,-0.10426421525207064,0.7461934836801563,0.17581984998124725,0.2969601652079805,0.04474755215300205,0.6855857650069882,1.4470674210639514,1.5862052311085337,1.9324647595156144,2.1135785914057084,1.4077310169565949
2000,2000,100.0,-4.27,-8.14,5.49,0.276,-0.394,0.521,-1.4,0.16899999999999998,1.15,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.706256973809365,-8.171220571558361,5.340709366709259,0.1614147010377134,-0.27225527329974525,0.4049349594605687,-0.8450288540972346,0.049286545102665724,1.0015074412795109,0.145654230433087,0.2518365153644655,0.03637509327409076,0.4684201586976839,1.1035169240527336,1.3049258329099203,2.1972487893472925,2.4559807644426894,1.5418519559699109
2001,2001,100.0,-2.39,-8.89,5.9,0.951,-0.326,0.438,0.62,-0.768,1.3,0.0,0.0,0.0,1.0,30.0,100000000000.0,-2.9429561809004285,-8.707115760412643,5.68349593826763,0.7614030047950441,-0.3101449108678043,0.4288187264679193,-0.037610032378341714,-0.40995752916077977,1.1902347295380629,0.09513834510384764,0.1943459461168897,0.02627633238608319,0.47114985788538777,0.9251266602552015,1.0766917189948486,2.3954919224300566,2.999117532977839,1.7589793767275002
2002,2002,100.0,-2.98,-8.53,4.71,0.879,-0.0483,0.325,0.145,-0.7040000000000001,-0.318,0.0,0.0,0.0,1.0,30.0,100000000000.0,-2.9644379993188985,-8.575064705689906,5.086845028589415,0.8507623543828171,-0.1255461904048104,0.3538276482486281,0.0630315167050824,-0.5751838628976809,0.23662605285938565,0.08438588757442717,0.1209334425313906,0.017304488131543158,0.47238699997583805,0.8206549599625681,0.8389048769983926,2.8362606870884246,3.1474936853354585,2.1788322093594497
2003,2003,100.0,-4.91,-7.78,5.1,0.599,-0.0354,0.6,-1.64,-0.222,-0.224,0.0,0.0,0.0,1.0,30.0,100000000000.0,-4.0926743917626665,-7.982294493019756,5.094907588233352,0.6594537185319929,-0.061993793840673724,0.5316446026831619,-0.8755572904005107,-0.3767252017409676,-0.05461310372893191,0.0985255143242532,0.06882893882191538,0.012825645860905002,0.4812822305730316,0.6450157914799111,0.6202361933252585,3.341277400389469,3.5594096401618485,2.8498730540393606
2004,2004,100.0,-3.01,-6.81,6.29,0.597,-0.5670000000000001,0.604,0.436,0.486,0.718,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.4648286813266633,-7.108275726671179,5.8273739003989204,0.6119965278336084,-0.41801940690602185,0.5839088400451797,-0.15272099461462094,0.10805144900913816,0.4338855002843088,0.12884094546450595,0.03854315599670466,0.013928664174806512,0.4943580274223178,0.4467700342876758,0.6128488151973671,3.3591109190887316,3.277538870849104,3.4870022310270703
2005,2005,100.0,-4.11,-8.17,7.56,0.885,-0.542,0.573,-0.631,-1.17,1.64,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.8389652899558895,-7.899857506241326,6.889291987768821,0.8194457924312755,-0.5054248032303538,0.5760291002909906,-0.41631406610871774,-0.6101024635634895,1.196473195936258,0.11929111290126564,0.08447576870919872,0.016254094240782918,0.4538136319858729,0.5602603742477698,0.7412923176738784,3.3848153683353206,3.080132526833667,3.476865213987998
2006,2006,100.0,-3.41,-7.51,7.49,1.1,-0.551,0.536,0.0999,-0.913,1.14,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.5902072487450947,-7.609194569575847,7.257462871017275,1.0326327184331745,-0.5375549785370832,0.547115009864584,-0.13181390058206272,-0.7803045704269609,1.1607669874585642,0.13867260698519313,0.13520930668243356,0.025763034351593658,0.40515643322138895,0.7357407671719743,0.8783187698876445,3.270462507699436,2.7007524330804467,3.0556278123187277
2007,2007,100.0,-4.05,-7.83,8.04,1.41,-0.6629999999999999,0.61,-0.581,-1.72,1.19,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.856842375585221,-7.773818744601227,7.737076053821875,1.319385704515596,-0.6259927802942626,0.5925385466942982,-0.37937304254662,-1.3083318208985406,1.179250124487606,0.14388927979288366,0.1923243768397942,0.03289270568339324,0.37191772576941706,0.961589560514951,0.9107196053884598,2.8010581402179247,2.5791926861397125,2.3255129312309633
2008,2008,100.0,-3.19,-5.47,7.5,1.75,-0.976,0.483,0.16,-0.0125,0.071,0.0,0.0,0.0,1.0,30.0,100000000000.0,-3.470138775112144,-6.0561779008295655,7.5917732917268195,1.6465999385880277,-0.8727452841245374,0.5134159038857867,-0.08210931224059337,-0.5801868592456154,0.4785389423492068,0.1351973668161405,0.22740924028641663,0.04286780044602141,0.56259636527761,1.3963584816654733,0.8031270726308343,2.3272576423799065,2.365897824705605,2.10953828964163
2009,2009,101.0,-1.67,-1.45,6.61,1.41,-0.965,-0.00603,1.37,3.33,-1.4,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.4262335772692527,-2.6219847759329906,6.990049290760312,1.4668128775905993,-0.9377841566567088,0.13820610072664058,0.7181891847147898,1.6169985776447335,-0.7092012617404286,0.17149060529250498,0.26438464478207696,0.04816002038508884,1.0182594799370295,1.7326088658403,1.0115267715584968,2.109787098220658,1.8630765714346729,1.5906864432346497
2010,2010,101.0,-1.81,-3.57,7.66,1.26,-0.644,-0.305,0.985,2.79,-1.83,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.068878084633238,-3.3287892544677447,7.400658733508021,1.3096603604370378,-0.7306684989861192,-0.18193363916068836,0.8652361758685816,2.2761234997767557,-1.4178465604781674,0.18601316082226316,0.300878866456792,0.05383025982010438,1.6443741160544163,2.5767830748703244,1.7928270518112597,1.7688931920118998,2.0327574305341907,1.2759349215743043
2011,2011,101.0,-3.36,-2.88,8.35,0.986,-0.047,-0.0653,-0.875,0.894,-0.35200000000000004,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.8176029915640752,-2.9941889354297437,7.982505619336266,1.0637180459748732,-0.2486872725198941,-0.09768601401131977,-0.09385717859297604,1.4994901040132065,-0.7439457958658974,0.19999125745852123,0.32510698677011635,0.05718808158822132,2.1874715643562204,3.2979274759609076,2.7234469760048197,1.6118792182519213,1.8954345234320766,1.1720138730992413
2012,2012,101.0,-2.86,-2.65,8.01,0.631,-0.172,0.128,-0.484,0.7659999999999999,-0.8690000000000001,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.8421890665522995,-2.7375746695692005,7.999356932007,0.7349052052475544,-0.19462331781681685,0.06533309263833452,-0.3088759156907009,1.087332341783922,-0.8230135891559066,0.21873588361335844,0.33633328601664103,0.056082193344190706,2.3176509842018893,2.4755226093524056,2.541695811247983,1.9278783290391004,2.283861670722966,1.247832003350444
2013,2013,101.0,-1.99,-2.03,7.41,0.297,0.0531,0.257,0.384,1.12,-1.57,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.348002408693235,-2.2100335625363923,7.638142836903713,0.4021507639795233,-0.019980213803865412,0.2037792750079943,0.07298759147093914,1.1056887317342998,-1.2953092896211242,0.19709977602569093,0.31402428408615174,0.05214436955347083,1.1118724306707704,1.4225413608227553,1.9430432739219108,1.9849206726475186,2.1234810939602857,1.4285756567879735
2014,2014,101.0,-2.15,-1.91,7.32,-0.0809,0.179,0.18,0.334,1.13,-1.67,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.233180350529848,-1.9863397875282127,7.44315474234598,0.03509122384054009,0.1202993659614822,0.18660286770986734,0.2168389041212561,1.1193495507881692,-1.5322142403033454,0.1593689786300649,0.2774311162286425,0.0442022830899109,0.6262617571455394,1.2003499525455064,1.539975379012763,1.9796538948180018,2.3430460743005606,1.5757771057579004
2015,2015,101.0,-2.1,-2.34,8.68,-0.498,0.284,0.0941,0.485,0.8029999999999999,-0.236,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.155948662433957,-2.250015488767458,8.201211381415957,-0.36999294777818414,0.2357071063796563,0.11978554734921233,0.3646300730837124,0.9415885579731256,-0.7126593460954465,0.12658491034532998,0.2227651574486864,0.03422069706080552,0.5398665357410112,0.9633449866131126,1.1538526732653804,2.4293265787511196,2.8053359722612514,1.7328829008074849
2016,2016,101.0,-2.21,-3.41,8.33,-0.789,0.481,-0.0384,0.573,0.000647,-0.4270000000000001,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.18729319625119,-3.114856416587865,8.280145253560661,-0.6883870764264179,0.4086367829632019,0.005523853600131176,0.4794686382215244,0.4128611076109867,-0.5320460497121534,0.10698956371102585,0.1617912725707307,0.02311425669783202,0.5135111378218272,0.8406774306981681,0.7737716845057765,3.019809019356411,3.272507416303637,2.0373727117394136
2017,2017,101.0,-2.39,-2.7,7.08,-0.867,0.396,-0.135,0.563,1.08,-1.47,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.304843461520945,-2.8055550966361897,7.544582009056946,-0.8241110556126486,0.3997279431086432,-0.09598032438185726,0.5255051460766205,0.7877352592561829,-1.125084415512041,0.07532260386347754,0.09576708738276732,0.014327109879991634,0.5244716932056228,0.8361120786556848,0.5167446873643196,3.2182801321406505,3.5006647158670163,2.549637833843245
2018,2018,101.0,-3.79,-2.43,7.24,-1.18,0.604,-0.239,-0.6679999999999999,1.79,-1.05,0.0,0.0,0.0,1.0,30.0,101000000000.0,-3.166089591419769,-2.525555378268843,7.357905034541206,-1.0945431160682482,0.5437382099230191,-0.19928729279010166,-0.13226927185978302,1.3509209919829162,-1.0776109057745102,0.11310645904450627,0.05682479320482738,0.013279243798511054,0.5502244684193751,0.5683851570341726,0.4928144249307856,3.4629904892155356,3.4562754238944264,3.2705755168397164
2019,2019,101.0,-2.39,-3.68,6.95,-1.25,0.708,-0.362,0.968,1.07,-0.948,0.0,0.0,0.0,1.0,30.0,101000000000.0,-2.716033273067282,-3.3862659584242367,7.1079019028451205,-1.2126713476212516,0.6595415576600078,-0.31681906677239857,0.4741202265090986,1.1930678173095672,-0.9956620753639168,0.12467318479697621,0.053895338206297085,0.013206927954194406,0.5316159485564368,0.48074546293272724,0.6735224089042698,3.423506277264415,3.052079500091728,3.343733343703213
2020,2020,101.0,-3.7,-5.75,6.55,-1.4,0.897,-0.539,-0.152,-0.43,-0.8859999999999999,0.0,0.0,0.0,1.0,30.0,101000000000.0,-3.2866381732228844,-5.1485772398089775,6.765966652783603,-1.3550182096491,0.8269480102005752,-0.477306336275701,0.12904767142819312,0.2810446365904379,-0.926326230836414,0.12232077149860443,0.11085939429617682,0.019957693040457903,0.4821775984008834,0.6035747466198771,0.8764568090939594,3.38573498522729,3.225583054914472,3.3702214622271334
2021,2021,101.0,-4.32,-6.11,6.62,-1.67,0.888,-0.6579999999999999,-0.612,-0.153,-0.238,0.0,0.0,0.0,1.0,30.0,101000000000.0,-3.8858874925644256,-5.865378022789253,6.6765043299977505,-1.5943658400336895,0.8699892186399563,-0.6078262434545981,-0.27936464402967864,0.037149242040825765,-0.49111952666529207,0.14164075628089326,0.15899935083599037,0.028274252231735363,0.4643152161673949,0.7323169699376033,0.9924924345353872,3.065573877599295,2.8771406502634274,2.8666496722318016
2022,2022,101.0,-4.37,-7.51,6.78,-1.59,0.515,-0.88,-0.655,-0.883,0.575,0.0,0.0,0.0,1.0,30.0,101000000000.0,-4.166625532501279,-7.0915465410886585,6.739936452135386,-1.59104836057299,0.6197244401279274,-0.8044246940377892,-0.4863878924644719,-0.4798947413346794,0.182953817012128,0.14040718643750877,0.20537032127383686,0.03602233533695873,0.5136103035016366,1.1307532813262382,1.0383934050928887,2.5893070136790213,2.616593783900278,2.32220060679392
2023,2023,101.0,-3.92,-8.96,6.36,-1.56,0.443,-0.82,-0.324,-1.73,0.804,0.0,0.0,0.0,1.0,30.0,101000000000.0,-4.023606786904028,-8.484595259214968,6.507075327505169,-1.5674553578464647,0.4951350115874089,-0.8156751529573422,-0.396891334610596,-1.1823453564314008,0.5756215103193734,0.15064078430146408,0.2510295856211922,0.0450177802108301,0.7734405409301639,1.5306620141507996,1.143559101421687,2.2724453479169955,2.3880347414217358,1.8414343731510785
