,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
1095,1095,55.1,-1.87,-10.7,-0.713,-0.635,0.507,-0.616,-1.06,-4.18,6.69,90.0,55100000000.0,-1.419170971369183,-9.862178212010235,-0.1292795558333718,-0.723914645748384,0.636774115849349,-0.6858831139008237,-0.4219789131686492,-2.5224057068590624,5.624931003724131,2.166245506532607,0.09239160067117803,2.0520365607132884,2.4019574266092563,2.1046188059187614,1.9690367923493866,2.158575050215182,1.1191375657353664,2.137178774680853
1096,1096,55.1,-1.49,-12.4,1.76,-0.374,0.431,-0.316,-4.85,-6.99,7.03,90.0,55100000000.0,-1.4469843602334511,-10.948530606890438,0.7614240547925238,-0.4482106877836676,0.4995498146450816,-0.4176004045368556,-2.374157448436545,-4.384622946516574,6.365588740347005,2.2400210852547495,0.07743565249978716,1.897242916007615,2.8722145345986205,2.302628163996651,2.670801485444545,2.0475011010713335,1.2699177712983698,2.0932069091069345
1097,1097,55.2,-5.64,-15.4,1.64,0.359,0.8909999999999999,0.133,-2.81,-2.94,8.29,90.0,55200000000.0,-3.093512024683804,-12.854048469221445,1.1756299648695685,0.18780495689671106,0.7605956351869734,-0.01824025827843828,-2.56630702583336,-3.7824640192378474,7.380008566417036,2.0584967394285436,0.09034631996628852,1.8522862247496108,2.0699252343958356,2.2730025903726974,2.628441528611713,2.2502412657205797,1.4378628258938064,2.132938655828516
1098,1098,55.2,-3.21,-11.5,3.43,1.9,0.604,1.18,3.98,-5.61,1.13,90.0,55200000000.0,-3.1392549360701274,-12.274427778205347,2.238456052927539,1.5368738419013828,0.6561669041044471,0.8508644114037238,0.31975880876314466,-4.544231809496316,4.085425508043271,2.256604940595816,0.11775234610859728,2.0118292824429305,1.4234134876606817,2.1486833467021684,1.9608174663055196,2.320835145255991,1.4735958087529615,2.117775697158702
1099,1099,55.3,2.58,-15.0,-3.21,2.79,-1.28,1.68,3.04,-7.24,2.19,90.0,55300000000.0,-0.893398384234775,-13.441149716541315,-0.3302265553024113,2.5242341825141184,-0.6350019973862138,1.452250980439255,1.519029634274481,-5.667902738421932,3.0862850256635963,2.1756396438900674,0.12672006605818212,1.993204870954292,1.1269586141918633,2.19320655823936,1.4615092376793237,2.4035940510401117,1.386823573745545,2.1286781885875268
1100,1100,55.3,0.855,-16.3,-0.0575,2.43,-1.23,1.12,3.4,-4.57,0.56,90.0,55300000000.0,-0.20683132164333928,-14.664922995164915,-0.20164922164709592,2.4499854479696026,-1.031787497528072,1.2112635114343413,2.348291773432643,-5.2102664675615005,1.7545979177943782,2.072537789218319,0.10858052676570307,1.983933314149183,1.0334652255518573,1.715396823341861,1.3505369097273878,2.382047570775899,1.2246856598190494,1.9348603814287084
1101,1101,55.4,0.474,-13.6,-0.5770000000000001,2.3,-0.72,1.33,3.68,1.04,-0.261,90.0,55400000000.0,0.06051985214145994,-14.209066949196648,-0.3786089064765146,2.3318092103847183,-0.8238662233670078,1.2973852034542113,2.9354010826427985,-2.6049818938300717,0.6921106105890542,1.866257167912288,0.07613909330458067,1.7225369856792798,0.8863773885384983,1.5240040065836513,1.1207191468880364,2.5475267587953474,0.9484615804251366,2.006263409412203
1102,1102,55.4,0.151,-7.85,-0.318,1.8,-0.665,1.31,4.41,4.95,-1.91,90.0,55400000000.0,0.09604990322908047,-11.486973229237554,-0.35003474341977,1.9127872445767455,-0.7179233410672,1.30653489547853,3.5855064146329934,0.5441442287408136,-0.6795466161252388,2.1877497200867246,0.04921431899272309,1.7649752787931097,0.7980294953744688,1.401824378389904,0.8131794865653115,2.4730163990950276,1.1122324228250495,2.032321755043218
1103,1103,55.5,0.417,-3.97,-1.11,1.22,-1.42,0.885,5.78,5.97,-2.92,90.0,55500000000.0,0.22208168283667734,-8.269220467844686,-0.7083214840213566,1.3669278848219246,-1.1861161939348794,1.0007882241505164,4.5529913680644345,2.805791464611825,-1.860562598563598,2.073608238148192,0.07706453252700993,1.7358083114279617,1.4080767955889626,1.5711839455184498,0.9496682066763477,2.4882066226164214,1.3542000765717828,2.1107425880628092
1104,1104,55.5,1.65,-2.77,-1.53,0.0577,-1.53,0.385,6.3,6.03,-1.29,90.0,55500000000.0,0.7828015201525239,-5.915196922062662,-1.0957030109675876,0.3353639671749893,-1.4154414885655675,0.5541462012650926,5.323193932847972,4.1497311832163195,-1.5598004515620645,2.1343815901676626,0.11502141692352733,1.9653427367115766,1.6436311868731412,1.688400708793849,1.2668434106102096,2.2715345633248125,1.417017138552042,2.0416388227072937
1105,1105,55.6,2.11,-2.92,0.259,-1.06,-0.512,-0.0488,2.08,-1.82,9.61,90.0,55600000000.0,1.3039703155693962,-4.633058132398868,-0.4570262897100565,-0.7640680560475308,-0.8129647404521108,0.11681873076284505,3.893369245349565,1.6613814667280864,4.328164946067309,2.114462418806311,0.11739096676395512,1.9069145580166957,1.7548610774053917,1.7050886285100832,1.6182562632140618,2.214242126208851,1.3524071526706525,2.116622489927725
1106,1106,55.6,-2.65,-11.3,10.7,-1.39,-0.414,-0.615,-2.49,-7.09,6.07,90.0,55600000000.0,-0.2486883035838525,-7.486942354903026,4.802970014004909,-1.2572509475515772,-0.5469076839379949,-0.4139822567709205,1.0791376809327329,-1.9864373565370808,5.246343018842726,2.165225509471448,0.0950329686355332,2.0571529941030904,2.25292074104709,1.9725778514812407,1.983205208677252,2.3848958581238855,1.2595988295411078,2.0277071037288774
1107,1107,55.7,-5.82,-15.9,6.4,0.15,-0.109,-0.0641,6.76,2.27,0.262,90.0,55700000000.0,-2.436450095638285,-11.088277296410293,5.5558921861292605,-0.1484529114521762,-0.25488079629359145,-0.16020650790007165,3.583655601984213,-0.21223610294554066,2.618933488433953,2.3526619724511333,0.08001244690537257,1.9351931975244725,3.103445554765561,2.157958757540248,2.407458441371054,2.2095999651834295,1.3982891456981872,2.058994578329357
1108,1108,55.7,3.44,-6.52,0.563,0.7090000000000001,-0.35200000000000004,0.579,6.36,-4.41,7.45,90.0,55700000000.0,-0.12886555868198935,-9.132757893270796,3.201985859478324,0.5271494694708946,-0.3196465428248834,0.37595295448165456,4.807660684934327,-1.9619805740227931,5.165545876754522,2.181169940440772,0.09565721823180849,1.975219386529491,1.9866393585803679,2.237853321332634,2.437735678535133,2.2758665767921387,1.4669895209424324,2.001122738406327
1109,1109,55.8,1.16,-14.0,7.98,-0.152,1.3,-0.67,5.05,0.35700000000000004,-2.91,90.0,55800000000.0,0.37725056228251774,-11.216253644990188,5.454587636655918,-0.007964463597401106,0.7604448544627704,-0.3826951088135505,4.9145007343341005,-0.9953650917675492,0.9086626081279396,2.232999448537351,0.11063189022528913,2.0764593929848854,1.4381332493876116,2.1449806239390607,1.9569292268594298,2.3697273337396125,1.5503309779052539,1.8778890942068784
1110,1110,55.8,1.66,-8.28,-2.37,-0.7440000000000001,1.5,0.14400000000000002,4.05,-0.333,-0.961,90.0,55800000000.0,0.8809649839563426,-9.959346259347088,1.7656743832643564,-0.5878999575391954,1.2536309619935735,-0.0006738989131119809,4.533368980849816,-0.7192729340863327,-0.07689745418519832,2.2649228595045483,0.12585852641152612,1.9306660938400528,1.1488165096365843,2.177866210729195,1.4977835745852226,2.4018977949985016,1.523183365958903,1.9838280196411262
1111,1111,55.9,0.354,-9.77,-1.35,-1.44,1.32,-0.506,2.93,-2.82,0.141,90.0,55900000000.0,0.6740345732641021,-9.87829395815592,0.2967851183675632,-1.2592847696999243,1.2978904247004643,-0.3671957838388704,3.826492842674016,-1.5949142697527416,0.03796339144169958,2.0908818416851522,0.11429310437366634,1.9542503852922621,1.0813828573058337,1.8940763032233747,1.3951400939356229,2.4579252961737668,1.3793399287031882,1.8312101442289328
1112,1112,55.9,-0.314,-11.7,-1.23,-1.63,1.86,-0.745,1.34,-0.696,1.49,90.0,55900000000.0,0.2860497749346497,-10.658102383222943,-0.4230199720090319,-1.5513778842903654,1.6727436620496177,-0.6412238218223041,2.730274486943117,-1.2202218372431577,0.8033791804966797,1.927700965157174,0.08144107156111656,1.640219539651726,1.0038143927101966,1.6106535453644089,1.219676003201402,2.5233932511975268,0.9814694712577429,1.9084960852521478
1113,1113,56.0,-1.45,-9.74,-1.07,-2.12,1.97,-1.07,0.8809999999999999,0.436,3.91,90.0,56000000000.0,-0.3956682047730491,-10.265094833974848,-0.7280396790096519,-1.9994052647061848,1.8709746002662428,-0.9522227538203054,1.914986122088816,-0.5298625982178242,2.4409802312680338,2.2090239276313137,0.04493368318321036,1.7627018358299718,0.7614629190591627,1.5018942862635283,0.8546670614751117,2.353010200163819,1.0815752302989632,1.9535371493515348
1114,1114,56.0,-1.42,-8.69,0.34700000000000003,-1.53,0.5,-0.935,0.362,-0.0899,4.6,90.0,56000000000.0,-0.7979062993474946,-9.590851762138696,-0.2212106456433084,-1.6295524917768325,0.9567146823831216,-0.9397307896672716,1.2303222053422664,-0.3464739733978749,3.579069812673737,1.9921083015646726,0.06335686339218652,1.7933584601378658,1.331074691256651,1.618670917942947,0.9130346549514717,2.3407384645505607,1.4696967833842531,1.912292787500396
1115,1115,56.1,-1.05,-8.73,0.328,-1.37,0.988,-0.948,-1.38,-0.909,4.97,90.0,56100000000.0,-0.8968992968755363,-9.222351099197548,0.0377155223222872,-1.4250464744659448,0.9775778622525312,-0.945728603209192,0.07951127198918773,-0.5809504301314932,4.312274301455034,2.121740589264931,0.11291786286472338,1.9790450433240916,1.6371014669124664,1.7800089523970308,1.235582121029564,2.140647916405859,1.5045307342954344,1.8082406583200088
1116,1116,56.1,-2.08,-9.46,0.441,-1.3,0.843,-0.87,-0.8109999999999999,-2.21,5.78,90.0,56100000000.0,-1.3614832959092518,-9.324080280496581,0.22784458714756065,-1.3265200973229234,0.8878321076167596,-0.8908013205046251,-0.31308780860765073,-1.2599835340056769,5.085960426349411,2.016071121289987,0.11465200752840407,1.8747018989731545,1.8040970300808483,1.8402925329221345,1.5586602326154402,2.0091359790501744,1.3601852366312246,1.9196926035641013
1117,1117,56.2,-1.17,-10.5,0.57,-0.805,0.449,-0.775,-1.94,-4.05,5.85,90.0,56200000000.0,-1.2862909637592983,-9.827450297073556,0.38915425455461145,-0.9156051497621248,0.5951887532290451,-0.8068085712731862,-1.0303434803013722,-2.422939935675608,5.488710517394964,1.9744566673434778,0.09102254237860193,1.9117498195289564,2.219601182206343,2.035066281215919,1.9239345830489882,2.176948659623774,1.4076760965155242,2.0056339787990427
1118,1118,56.2,-1.9,-12.3,0.603,-0.38,0.768,-0.459,-2.45,-4.18,7.85,90.0,56200000000.0,-1.5272843169511658,-10.885862245029731,0.4899721376424911,-0.493592329670581,0.7104311525811221,-0.5545368986663339,-1.656226483936292,-3.155331280136415,6.733423052186782,2.389132910531515,0.08857867988688423,1.9112336544233162,3.1660661026000834,2.406382837213174,2.372115260809812,1.9746764612822356,1.366239305055012,1.9763518649567065
1119,1119,56.3,-2.35,-12.4,2.33,0.0363,0.757,-0.0555,-4.58,-4.21,7.81,90.0,56300000000.0,-1.8503510866953032,-11.534011384939252,1.3574559337336538,-0.07608074597013076,0.7414864742493469,-0.19257667045493246,-2.945228447140156,-3.594946499210968,7.300921791490253,2.1101728496280305,0.08921748767179188,1.9236524918133604,2.068758843345807,2.4151142985501486,2.50445841018571,1.9773798205795081,1.4693131516924618,1.8351216223823406
1120,1120,56.3,-3.93,-12.4,2.86,1.61,0.8370000000000001,0.885,0.986,-5.28,5.98,90.0,56300000000.0,-2.6669947582753637,-11.904710595326044,2.0658324861251747,1.252412250273684,0.8051814541033441,0.5890086105185485,-1.2120704947888583,-4.297323667881438,6.604620907535478,2.0931751672737,0.11044862305873739,1.874981305632513,1.5530556424400774,2.3951787180592685,2.136000712159853,2.119097417548077,1.4930476986667698,1.686806926907535
1121,1121,56.4,0.979,-14.4,1.13,3.13,-0.974,1.37,-1.07,-7.92,0.278,90.0,56400000000.0,-1.2352730822041094,-12.9728563676455,1.6246328869373081,2.7317970971604715,-0.3812987833029905,1.1554753877337258,-1.1494359976714073,-5.807355771159627,3.269652990172731,2.2879382863232074,0.12365921589620908,1.8795018034784499,1.2418624728563528,2.2576697013996143,1.5363791711313504,2.0303545086560377,1.5209508389691528,1.7728936580919
1122,1122,56.4,-2.43,-17.3,-1.62,2.45,-1.67,1.25,1.59,-5.17,0.602,90.0,56400000000.0,-1.704422559137554,-14.825154566053305,0.09494595550210128,2.5097641937478685,-1.2406931361149969,1.224035749438381,0.05829726033812178,-5.5416882226533835,1.8634462220978216,2.0839387588392104,0.11979949194090735,1.9910579732122056,1.114336874640668,2.0436497927914568,1.398673631992238,1.995518050936163,1.4002266764838576,1.6247184552571305
1123,1123,56.5,-0.393,-14.5,-0.769,2.25,-2.08,1.59,3.0,0.141,-0.335,90.0,56500000000.0,-1.1894486676284928,-14.685967292815429,-0.3123626283114526,2.3050913689345247,-1.8004004819350643,1.4894760731420802,1.3552037015174163,-3.172986002062833,0.7045736184739044,1.8986505442818147,0.08862173255247646,1.709462268814967,0.9985056004086403,1.6452847325671676,1.2264641915945833,2.107982432410003,0.9494585889114271,1.708289585790846
1124,1124,56.5,0.364,-8.89,-0.529,1.96,-1.32,1.34,4.27,5.58,-1.52,90.0,56500000000.0,-0.5794351366576402,-12.204916987206323,-0.4144966272328692,2.0331877764038317,-1.4800365181352768,1.381058475791935,2.640247910275777,0.4755015406722181,-0.4680715722030262,2.133684911535659,0.04229629145794828,1.7467400938820163,0.636875412044758,1.4673874386962016,0.8647857524829067,1.9870490390442528,1.0761427246603847,1.7526929957930926
1125,1125,56.6,1.02,-3.63,-0.833,1.32,-1.35,0.889,4.4,5.43,-3.0,90.0,56600000000.0,0.0486365136066903,-8.534295620117707,-0.6118006576162891,1.4712544938472538,-1.3933192627087925,1.0241598187185823,3.416068632388246,2.540673978552624,-1.8027335023790216,2.0541680603281978,0.0592067558983839,1.8736066060585044,1.2630255533419037,1.5533190278353899,0.8941361132622399,1.9690885457888374,1.5014112256766747,1.6668711128791753
1126,1126,56.6,1.02,-3.67,-1.69,0.251,-1.25,0.63,5.94,6.01,-3.45,90.0,56600000000.0,0.43007484093786696,-6.452061188702719,-1.1201193445382958,0.5097942814963932,-1.2977441460510777,0.7382687748962278,4.528792524516098,3.986785478486053,-2.6710613440090696,1.9943243949158898,0.11514180134307277,1.9828339081096076,1.5573752032670347,1.707011940685068,1.2372948328262954,1.901692365330501,1.534896221810516,1.5239191711842286
1127,1127,56.7,2.38,-2.96,-1.98,-0.667,-1.05,0.423,3.36,1.11,5.26,90.0,56700000000.0,1.1957781639154246,-4.957232204981484,-1.5255113486052652,-0.4174228436377816,-1.1325313214108506,0.5095988001307163,4.0135077307601295,2.7876614289105435,1.5096594974680655,1.9870140856750582,0.12322138322286887,1.8389034687698522,1.6639922721997618,1.7930462577349937,1.52443986297519,1.8052568595619167,1.373959467510875,1.633933462433226
1128,1128,56.7,-0.268,-8.27,6.45,-1.95,-0.145,-0.615,-5.75,-10.1,10.8,90.0,56700000000.0,0.6209767473923744,-6.375312183283778,2.234555073977464,-1.624967659845506,-0.4739776848523404,-0.3060924713259471,-0.29092313297223704,-2.5842738134078367,6.406900630171333,1.8916814121273111,0.09609109319021454,1.8410956561404463,2.054550043670271,1.8824746612072045,1.9098387319197627,2.1305573576411674,1.4626662892847682,1.734695869927557
1129,1129,56.8,-8.7,-19.4,10.9,0.0571,-1.1,-0.4970000000000001,4.66,1.29,2.21,90.0,56800000000.0,-3.0392161942616034,-11.95072436614826,6.31989160273054,-0.29963665539432305,-0.8914523281655032,-0.4445610617706092,1.8917868385257908,-0.9693689425374226,4.1945776500222385,2.3923405618524063,0.08982453751241436,1.9159698169677726,3.2536250067820665,2.2760666206225513,2.266458991160442,2.022536787692492,1.4553016848005236,1.7666797710850188
1130,1130,56.8,1.72,-7.63,2.84,0.662,-0.404,0.846,6.74,-1.74,5.62,90.0,56800000000.0,-1.1703508966315397,-10.10117375301209,4.679291566772768,0.4580539560848145,-0.5663856839159555,0.4915055578577922,4.029215102678176,-1.2905893662689571,4.945964131295215,2.2075207581242906,0.08962728715079844,1.9707912316192326,2.113496920694642,2.2269151611776863,2.2525293375409507,1.9365578145178217,1.4439139255507567,1.5387474632415308
1131,1131,56.9,3.21,-11.4,6.48,-0.29,1.74,-0.461,3.85,-0.778,-4.24,90.0,56900000000.0,0.5497402843716128,-10.65715558290485,5.528238205343425,-0.13135104384123494,0.971670523903922,-0.19936345176996986,3.9502046229417744,-1.0769278862129534,0.1037434042308254,2.0743558362492727,0.10087846752944882,1.7773754551988104,1.5901411174040108,2.3947440253768186,2.2323032223475376,2.1529259650095347,1.633651663452384,1.4598782157079135
1132,1132,56.9,0.634,-9.66,-3.95,-0.0883,0.627,-0.0176,4.63,1.5,-2.4,90.0,56900000000.0,0.5828276788899186,-10.230308162303066,1.059708891673366,-0.0974303590457204,0.7418205555956808,-0.06752722725873292,4.249905588550291,-0.0027928000710621963,-1.2160613324089757,2.347427855338035,0.12987197204843795,1.909126052621048,1.3273908953524198,2.068829215527667,1.6178268483581701,2.078191674410903,1.6300880144539123,1.532835983854175
1133,1133,57.0,1.43,-7.97,-2.48,-1.49,1.52,-0.7929999999999999,-0.193,-4.53,-0.209,90.0,57000000000.0,0.9154981817346252,-9.262749370773259,-0.6090920613391553,-1.1946607355770396,1.2607639826753194,-0.5937253605977044,2.2911648896864243,-1.889858537167328,-0.6852065110286011,2.174518194909073,0.12614767029015525,2.015409097098967,1.1774503150131388,1.9602699364801541,1.4216266861046736,2.0002048475254006,1.4770003146066548,1.4453006816467617
1134,1134,57.0,-2.89,-13.7,-0.974,-1.87,1.66,-0.8290000000000001,1.94,0.888,2.48,90.0,57000000000.0,-0.5788578960395376,-11.162180760292832,-0.7811284329612342,-1.7267725479807583,1.5270019259805023,-0.7643741866450118,2.136347094196624,-0.7319699725060582,0.9832769304829859,1.9753488318584551,0.08954160404157845,1.7387255174681375,1.048144009584453,1.558443641888685,1.2609319353257402,2.1039414564640317,0.9886820572347109,1.5230612853525585
1135,1135,57.1,-0.165,-8.38,0.239,-1.97,0.985,-0.996,0.359,1.09,2.64,90.0,57100000000.0,-0.4163427650630908,-9.971226739712225,-0.3001873918439244,-1.918415802635732,1.1655578677429517,-0.9323764519518721,1.352769315586294,0.02747770924297377,1.856589669289042,2.16899327444196,0.04275781110478735,1.7903208660074459,0.5613468180806671,1.4682719282962882,0.9089620590989269,1.9885161369480042,1.080059692677362,1.5312862448600688
1136,1136,57.1,-1.22,-8.09,-0.373,-1.73,0.327,-0.826,0.7979999999999999,-0.292,3.93,90.0,57100000000.0,-0.7319256469278876,-9.165939573726344,-0.33451500074685675,-1.769959658219867,0.606349947809747,-0.8552197247481254,1.1081885435392185,-0.10568946783031964,2.949551813380792,2.074907992118363,0.05436204062844535,1.8485699546091892,1.1938433707520797,1.5523362878530598,0.8763683753183796,2.029612005460118,1.5452794524150013,1.4022954814929278
1137,1137,57.2,-0.287,-9.22,0.14400000000000002,-1.55,0.269,-0.8,0.0065,-0.535,5.34,90.0,57200000000.0,-0.5572107229280197,-9.189081061731422,-0.10891840535790072,-1.5966494967890137,0.38138185489985016,-0.8151678970400679,0.6224878815206809,-0.28463802750526696,4.209634981358864,2.2011700557134994,0.11088692424064157,1.9686135424723314,1.593837861092183,1.7397172137759616,1.163707302194482,1.9254907672205164,1.5860224344608689,1.2014531197272056
1138,1138,57.2,-0.591,-9.25,0.958,-1.22,0.6679999999999999,-1.0,-1.68,-1.95,5.46,90.0,57200000000.0,-0.5704792198220179,-9.215158324028762,0.3940818423189383,-1.2998806869528892,0.5725184857738832,-0.9492298680944184,-0.3926083265343912,-0.9788071529093398,4.868743122725035,2.0042005867922397,0.12121595973363575,1.743870530344014,1.7417278833700816,1.8703843887370826,1.4437346465701955,1.8546591002042843,1.5000275711788853,1.3439978375213821
1139,1139,57.3,-1.78,-10.5,0.5870000000000001,-0.693,0.522,-0.685,-2.37,-4.48,4.76,90.0,57300000000.0,-1.0454379637650288,-9.765154012514662,0.4850333963022437,-0.8217086228013386,0.53882930354418,-0.7575793050089616,-1.2643795680866403,-2.438201543034628,4.811421202011831,1.8847330619145959,0.09946281701225573,1.8330179359303378,2.056329514150063,1.8818300957910465,1.7558861545243223,2.067336845880491,1.5188430405967461,1.5456434993206845
1140,1140,57.3,-2.18,-12.9,-0.146,-0.245,0.452,-0.436,-3.6,-4.56,8.29,90.0,57300000000.0,-1.4909616893100703,-11.107071541827553,0.18753177791948686,-0.36730965332067456,0.4809255618512556,-0.5243321785857921,-2.2940828816729515,-3.3226260234709377,6.645093351235457,2.3837718296193673,0.08894830103270018,2.0217188974142415,3.186637892620073,2.3743191786033133,2.0742045890582173,1.9697980641731754,1.4267946721648281,1.468274417415125
1141,1141,57.4,-3.32,-13.1,3.34,0.361,0.77,0.0422,-5.13,-3.1,7.18,90.0,57400000000.0,-2.2091946802165983,-11.96017452701352,1.6737675003380614,0.2065384672614926,0.6737002161698196,-0.11341643835893216,-3.5443517399910016,-3.229829276377129,6.927059975313901,2.154316319827281,0.08375559674209612,1.9242025846695732,2.198152288979837,2.498899191920887,2.474958446594745,1.9245122663777456,1.5064534919831318,1.2435832981227462
1142,1142,57.4,-4.66,-11.8,2.91,2.14,0.8109999999999999,1.16,2.94,-3.02,-0.909,90.0,57400000000.0,-3.1715852323021503,-11.891609507675431,2.2565911643268457,1.7299472532647728,0.7652611243548475,0.8102148491215557,-0.6856000723623805,-3.142366600549144,2.7964175805913443,2.0097624162432086,0.10177832448775562,1.8708744217845155,1.6339257561879572,2.613097555488945,2.247474792570759,2.058104837624763,1.6215657948929019,1.16702546404205
1143,1143,57.5,2.32,-12.6,-5.16,3.29,-1.91,1.42,2.09,-8.09,2.65,90.0,57500000000.0,-1.0151307943749686,-12.194846812034434,-1.2399715363282913,2.9591405077992463,-1.018786504884135,1.2525026994677946,0.5380767635520011,-5.204677626034501,2.719236155834209,2.2973318670278884,0.12828137843589685,2.012070791326064,1.2798930880918216,2.2707339659761048,1.640707475532603,1.940732551455185,1.6343800633543235,1.1453159523218042
1144,1144,57.5,0.79,-17.5,1.12,2.24,-0.727,1.19,1.31,-4.16,-0.0925,90.0,57500000000.0,-0.3062858540716293,-14.465796949087435,-0.12735949500832233,2.3925169285698256,-0.8242032444161597,1.2071684351187102,0.8783939987838872,-4.7692269245481835,1.237078459241027,2.006975132128834,0.12725509083319925,2.067213911041496,1.098215610483961,2.0668619541815088,1.4759759245498976,1.971723461875232,1.5655267969385882,1.080771986104594
1145,1145,57.6,-0.807,-13.7,-0.795,1.8,-0.84,1.66,2.48,0.172,0.0339,90.0,57600000000.0,-0.5029079894783517,-14.137986034300045,-0.4421195973060884,1.9256622726991943,-0.8347375872717285,1.5356150993974302,1.5844929311946667,-2.7095863568330945,0.6028439102229061,2.068506214588947,0.09708460762548834,1.9021921460309645,1.0634978458908941,1.6145039840476347,1.331801139451397,2.0225427517168852,1.1176729036217383,1.1030947712044437
1146,1146,57.6,-0.34,-8.89,0.136,1.17,-1.04,1.75,4.47,5.16,-1.42,90.0,57600000000.0,-0.4389367246099787,-11.891507299018247,-0.16956426250311318,1.3302625045081282,-0.971620620475078,1.6911122337091138,2.8566243335437567,0.5706756561720372,-0.4634629690495416,2.190272229705605,0.047647930007842065,1.780122599802038,0.7477202472276042,1.4574364276873533,1.0335769850882244,1.9131410242332418,1.1162489472869135,1.1246429115890932
1147,1147,57.7,1.05,-3.83,-0.6729999999999999,0.643,-2.18,1.08,5.38,5.28,-1.81,90.0,57700000000.0,0.1457440201948903,-8.440658543067517,-0.4069097683327929,0.7887561683571027,-1.7774509349936691,1.2478618268741326,3.969103259316357,2.5336528749579887,-1.1732664598123277,2.219862049077088,0.051407477073667836,1.9038644779173666,1.1537126088808416,1.5432151418644953,0.9702085166294466,1.8412049492970526,1.5470205687347944,0.9643471779370529
1148,1148,57.7,1.73,-3.79,-0.601,-0.264,-1.73,0.48,5.6,4.58,-1.67,90.0,57700000000.0,0.7678550822301979,-6.4498746074869695,-0.49841389763999105,-0.0407291252691343,-1.7458074089325442,0.6909181477299036,4.688115529213964,3.3866271375453136,-1.4351108630640452,2.1352515049386223,0.1084861226999119,1.9924728186848115,1.679081178532951,1.732106212698303,1.2716412398744508,1.8000539303300103,1.6686607823944708,0.7945200354657912
1149,1149,57.8,1.85,-4.43,-0.395,-0.782,-0.98,0.117,4.46,0.29,4.7,90.0,57800000000.0,1.1927954576358746,-5.585237010038838,-0.44965926911443466,-0.62478962555439,-1.2351145038773657,0.2746452327319733,4.587546411298412,2.095866971575748,1.7989057710075735,2.119634383158041,0.12891702095457705,1.948087812158504,1.8180538146415068,1.8388210855617662,1.5489393270323313,1.7048304841682158,1.5303842825219396,0.8220127253777691
1150,1150,57.8,0.529,-9.22,6.02,-1.24,-0.124,-0.446,-5.1,-7.63,9.37,90.0,57800000000.0,0.9321339817092056,-7.141151763893854,2.600471064867353,-1.109524820684428,-0.4941471243728959,-0.2480514205782488,0.3166046036983241,-1.9581444488198096,5.789876042336943,1.9559861873007212,0.10233819993986172,1.766122239736987,2.1274711951334777,2.0066436892832034,1.8459783582183058,1.9647580104170757,1.621198968720225,1.134474396959795
1151,1151,57.9,-8.99,-17.0,9.21,0.579,-1.08,-0.336,4.07,2.41,1.21,90.0,57900000000.0,-2.9641234230265727,-11.361379146537216,5.7165431848331885,0.2208938911862388,-0.8848340423465682,-0.3118420668599263,1.9713614976408471,-0.13738053411734485,3.3756742502912416,2.4745500116172345,0.0944309031002108,2.02079068998076,3.0659557407173508,2.5431558943247965,2.283602931564081,1.9529712148683127,1.5449779823967713,1.1296246337831157
1152,1152,57.9,1.26,-6.14,1.91,0.691,-0.417,0.7829999999999999,3.57,-3.32,5.66,90.0,57900000000.0,-1.3053801992076393,-9.12628968323256,3.921942806550986,0.5912988370782539,-0.5728502047326427,0.482266110795052,2.6761521130540364,-1.4639846586357008,4.57981666487621,2.2839905725488014,0.08833331677880911,1.9031742475262148,2.29913192454999,2.75366256184865,2.756485346255848,1.81014004697961,1.6256117207360845,0.940100126755312
1153,1153,58.0,-0.364,-13.9,7.76,-0.89,1.85,-0.446,6.39,0.173,-1.56,90.0,58000000000.0,-0.9357158012059116,-11.169747590613536,5.731400602545603,-0.5758428311992918,1.0428725450465652,-0.19102161246152646,4.3134735895055485,-0.7816440082941413,1.3433193790384168,2.1182052294773372,0.10856264925328805,1.8302077233818976,1.7338623258912378,2.939049911043399,2.382659440145905,1.764670096166045,1.6969154224332206,0.7705922174603395
