,Unnamed: 0,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Still,Walk,Run,Cycle,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman,Acceleration x (m/s^2)_kalman_max_freq,Acceleration y (m/s^2)_kalman_max_freq,Acceleration z (m/s^2)_kalman_max_freq,Gyroscope x (rad/s)_kalman_max_freq,Gyroscope y (rad/s)_kalman_max_freq,Gyroscope z (rad/s)_kalman_max_freq,Linear Acceleration x (m/s^2)_kalman_max_freq,Linear Acceleration y (m/s^2)_kalman_max_freq,Linear Acceleration z (m/s^2)_kalman_max_freq
6142,6142,307.0,-3.49,-2.93,7.14,0.19,0.0819,-0.35,3.16,0.52,0.8059999999999999,0,0,0,1,307000000000.0,-5.298941888,-3.70624755,7.418860408,0.193663325,0.121486298,-0.29651397399999996,1.4255888380000001,-0.25980954300000003,1.085942145,0.06902916213748617,0.3731974792184845,0.09183803548817616,2.416804939658083,2.2855927924904527,2.079078856820335,2.381114074632908,3.431106231091378,2.638200107016602
6143,6143,307.0,-3.47,-3.32,6.17,0.198,0.326,-0.281,3.17,0.179,-0.131,0,0,0,1,307000000000.0,-4.6694023510000005,-3.523790286,6.886894025,0.197052912,0.242744858,-0.284607807,2.09678758,-0.056295807999999996,0.48481115399999997,0.05956741930125628,0.31664884524208475,0.08921116703505377,2.368574293982812,2.2419901625089693,2.027918436268563,2.672531234172743,3.514907280430873,2.73192049376699
6144,6144,307.0,-6.5,-5.83,7.39,0.525,0.16699999999999998,-0.33299999999999996,0.185,-2.31,1.13,0,0,0,1,307000000000.0,-5.299511827,-4.613207233,7.101197729,0.453379574,0.197834846,-0.32174627,1.3611872880000002,-1.101532283,0.8035140679999999,0.046427795630349135,0.27621349167005677,0.08617793789008273,2.2696787535098335,2.069334474704458,1.9894511178908258,2.9684694573096855,3.326406668093058,2.8090449006754312
6145,6145,307.0,-7.29,-6.92,8.49,0.9640000000000001,0.10400000000000001,-0.0836,-0.619,-3.55,2.15,0,0,0,1,307000000000.0,-5.98465716,-5.702899678,7.692773888,0.852485528,0.142199074,-0.138981548,0.599268768,-2.237097363,1.468635648,0.041113885125379106,0.2861222824101937,0.09251055844899285,2.190476744759646,2.1705741478105907,2.0014019760554103,3.1884492088084775,3.1849360739346917,3.3109130644349887
6146,6146,307.0,-6.61,-3.48,7.82,1.28,-0.0519,-0.0537,0.0816,-0.445,1.33,0,0,0,1,307000000000.0,-6.19990628,-4.652837047,7.746967382999999,1.186635036,0.027115472,-0.073532451,0.40008487299999995,-1.4059476530000001,1.4001540369999999,0.042614961720889015,0.3117835456051258,0.09632375089211997,2.3601694938209508,2.2965755011794595,2.0020983610084095,2.9661183636811965,3.1024632799686076,3.213551740876628
6147,6147,307.0,-3.16,-2.3,6.2,0.951,0.0953,-0.057999999999999996,3.49,0.387,-0.49,0,0,0,1,307000000000.0,-5.153541067,-3.541394027,7.0880188010000005,1.002460347,0.06754287099999999,-0.061612111,1.588994408,-0.574403596,0.46647762299999995,0.04900478944866702,0.34124643733170573,0.09963139946523474,2.4584126380963194,2.307049601443263,1.965654944230423,2.5717445155761536,2.976813589068356,2.8855671375151077
6148,6148,307.0,-6.97,-1.61,4.93,0.743,0.879,-0.26899999999999996,-0.20199999999999999,0.838,-1.73,0,0,0,1,307000000000.0,-5.778783787,-2.629034051,6.168785867,0.799663557,0.548665262,-0.22077139,0.899871813,0.080649449,-0.6185129739999999,0.0583048294468632,0.3938991292450565,0.099035570163425,2.404600251124483,2.4538473295483576,2.005208759150036,2.359485542343632,2.96612847092149,2.565411085297409
6149,6149,307.0,-3.94,-0.912,4.58,-0.0302,0.43200000000000005,-0.23600000000000002,3.01,1.46,-1.92,0,0,0,1,307000000000.0,-5.1458565830000005,-1.81793433,5.492024271,0.15103401,0.479493076,-0.232458547,1.711787804,0.720372971,-1.2614064459999998,0.07665274154148458,0.45404205186363644,0.10329131432289108,2.6176917450419146,2.4783891551868873,2.1954953115867837,2.532881226510985,3.1726053554730447,2.6580008848769916
6150,6150,308.0,0.163,-0.184,-1.24,-1.16,0.415,-0.779,7.21,2.49,-7.52,0,0,0,1,308000000000.0,-3.3184966260000004,-1.046089603,2.624441311,-0.873683084,0.441254375,-0.65190032,3.8273400630000003,1.541101255,-4.352954024,0.08416974119310491,0.47781930147285767,0.10184829381222592,2.704759899335716,2.64737023616235,2.594899437571244,2.5669354599600593,3.098312383919525,2.588178681633816
6151,6151,308.0,-11.3,-7.16,-2.8,-1.33,3.26,-0.649,-3.93,-3.82,-8.35,0,0,0,1,308000000000.0,-6.06580761,-3.9342040760000003,0.313838336,-1.230344922,2.112521494,-0.649674469,0.8425410529999999,-0.945302537,-6.32736871,0.08342062434068252,0.47220603403347994,0.10741823990681229,2.501974621625823,2.9210521928866466,2.2401949224854274,2.6024460487513688,3.172150696360233,2.587638524966777
6152,6152,308.0,-7.62,-3.15,7.48,-0.998,1.21,-1.05,0.106,0.7559999999999999,2.87,0,0,0,1,308000000000.0,-6.600775673999999,-3.563758522,3.3663471019999998,-1.0487418579999999,1.5774060069999998,-0.956903197,0.559141463,-0.15626221,-1.78415905,0.0797553765281273,0.41365217377877733,0.10649269608524443,2.6805427622585727,2.656260430800273,2.2094528946438765,2.771150312103238,3.0983014585746096,2.5086552972734655
6153,6153,308.0,-2.54,-3.82,4.56,-1.2,0.67,-1.8,5.1,0.851,0.562,0,0,0,1,308000000000.0,-5.203017266,-3.6848029110000002,3.874797221,-1.166966752,1.039394422,-1.60393556,2.306331809,0.310891928,-0.625230576,0.060145058159157515,0.367090953701207,0.10070203804453629,2.6813412531128056,2.8366431849110865,2.3726782509980833,2.6948252269082413,3.2836669904082783,2.545700751740727
6154,6154,308.0,-5.7,-8.2,2.58,-1.26,1.57,-1.71,1.66,-2.63,-0.7090000000000001,0,0,0,1,308000000000.0,-5.37408348,-5.817710493,3.3232634610000003,-1.239682449,1.353996683,-1.685334462,2.057642102,-1.053052693,-0.6666100220000001,0.052319158479177306,0.34868597564508497,0.10448013045578096,2.5677717851737,3.03114105912961,2.403647037479832,2.749305878096509,3.5126905836465925,2.7482913258304875
6155,6155,308.0,-7.35,-12.0,4.91,-0.8109999999999999,0.958,-1.69,-0.302,-5.67,2.45,0,0,0,1,308000000000.0,-6.054213089,-8.738126248,3.999152025,-0.904620008,1.119205638,-1.6889150609999999,1.1497204109999999,-3.194328352,0.8728969390000001,0.052729267390173654,0.3095737805752089,0.10434778886561043,2.3804325080007156,2.8649222283051894,2.4008172293553995,3.0012059560944118,3.4098795275214733,3.039624433262942
6156,6156,308.0,-6.41,-7.72,3.88,-0.239,1.24,-1.7,0.183,-0.7190000000000001,1.97,0,0,0,1,308000000000.0,-6.176678344,-8.257179417,3.948397902,-0.384364835,1.190826028,-1.697422204,0.7777544940000001,-2.046305655,1.4148312219999999,0.055560902411047074,0.2929284051130452,0.10533271065352122,2.225159268478918,2.7443038331099245,2.381314367942245,3.191508564988001,3.2255903766678173,3.3133183493558924
6157,6157,308.0,-12.1,-9.91,4.08,0.0883,0.985,-1.56,-6.08,-2.34,2.59,0,0,0,1,308000000000.0,-8.215543272,-9.03794564,4.004455293,-0.014925338,1.068789386,-1.591957855,-1.8609100809999999,-2.182516947,1.995327448,0.05545578790218324,0.30215826071338264,0.09450797744668596,2.1831443752804502,2.7733839007870422,2.3218421296033385,3.0159108029786466,3.3615712469052412,3.225936681146572
6158,6158,308.0,-9.38,-8.57,3.27,0.151,0.555,-1.05,-3.73,-0.652,2.0,0,0,0,1,308000000000.0,-8.616360618,-8.816895378,3.691605628,0.11476353800000001,0.764157677,-1.176033704,-2.5800815630000002,-1.472684586,1.997635541,0.0580794108549603,0.33209336635809106,0.10078795327159552,2.3496699068508335,2.7847766910930174,2.360267871371253,2.8355277851116254,3.275171262271005,3.3458501913244794
6159,6159,308.0,-8.21,-10.3,6.16,0.385,-0.368,-0.0219,-2.81,-2.25,4.88,0,0,0,1,308000000000.0,-8.476487363,-9.517490628,4.743046458999999,0.325983016,0.092888198,-0.290296862,-2.6685474730000003,-1.8331926090000001,3.421432624,0.05923344832916459,0.38279542662604976,0.10003707360381454,2.6845528105075527,2.878747811501508,2.5974972306415127,2.7872378019408273,3.389403537487577,3.2340183161284966
6160,6160,308.0,-4.54,-14.1,2.93,0.953,0.0458,0.7070000000000001,0.9890000000000001,-6.18,1.31,0,0,0,1,308000000000.0,-7.121510197999999,-11.68219574,3.970758552,0.816065686,0.064969057,0.475075976,-1.261229505,-3.8491810369999997,2.378451552,0.06902584615565074,0.4077530805705546,0.09464576117426564,2.9059967065591494,3.0151781465473584,2.809859594963662,2.893695119899381,3.1996741356319522,2.7947660405397534
6161,6161,308.0,-3.96,-3.22,2.55,0.807,0.5329999999999999,0.11699999999999999,1.8,4.5,0.6709999999999999,0,0,0,1,308000000000.0,-6.03328772,-7.684788362000001,3.36557013,0.8089798420000001,0.342470052,0.20027151899999998,-0.08335738599999999,0.023052421,1.535024404,0.08218410745174545,0.42823891087294974,0.09474057509181141,2.8921371825382693,3.0543625635466913,2.756563937641414,3.0319053357317234,3.1769390117051857,2.7022982130971593
6162,6162,308.0,-6.2,-4.46,5.49,0.825,0.162,0.0465,-0.364,3.15,3.44,0,0,0,1,308000000000.0,-6.090671639,-6.161449376,4.270495303,0.8215013459999999,0.235467256,0.082259977,-0.191340504,1.473287043,2.476022223,0.07733422037884666,0.4216161649494445,0.0928226484129433,2.9347108690306634,2.811923032384545,2.777035685593728,2.9517386170521336,3.310372733396545,2.6671565868473794
6163,6163,308.0,-10.8,-10.8,3.85,1.55,-0.0812,0.7859999999999999,-4.85,-3.37,1.43,0,0,0,1,308000000000.0,-7.711668228,-8.352627396,4.091380465,1.390903046,0.047711548,0.6223433970000001,-1.983857235,-0.772961734,1.9593202490000001,0.06411524837169118,0.41639170145158894,0.09026774368447624,2.8351657045955196,2.9162356722190013,2.787661543320411,2.6113992331117397,3.4465888034363776,2.606003554641395
6164,6164,308.0,-0.237,-4.94,5.06,1.1,1.1,1.13,6.07,1.93,2.03,0,0,0,1,308000000000.0,-5.138814887,-6.740556231,4.5039750419999995,1.163530373,0.671625646,1.011943103,1.115033005,0.48063411100000003,1.9942338,0.058718474364456756,0.38939434870222633,0.09469854743854592,2.590862921139042,3.0012137940569223,2.6500243302267585,2.7811327026779606,3.5759577915700715,2.6970219776592925
6165,6165,308.0,-12.3,-11.3,4.2,1.01,0.528,1.41,-5.57,-4.98,0.8640000000000001,0,0,0,1,308000000000.0,-7.603764365,-8.894365424,4.374493305,1.043529511,0.586468325,1.317430785,-1.457173457,-2.051931668,1.435934003,0.058646768739708956,0.3399434706922304,0.09972063113703623,2.4468973229862057,2.9023729029286427,2.264981499371666,3.0895008493089793,3.5812124512791987,2.8543312463614376
6166,6166,308.0,-9.28,-11.8,1.23,0.725,-0.23800000000000002,0.654,-2.14,-5.96,-2.16,0,0,0,1,308000000000.0,-8.180740845,-10.26694132,3.035060322,0.79456372,0.097631446,0.8082825809999999,-1.719905304,-3.86443915,-0.340343888,0.0542437111406204,0.31099621394566496,0.1099310803998816,2.395788129892199,2.8841653341032223,2.1080534004476323,3.1785839457170235,3.504508222348566,3.154276884956854
6167,6167,308.0,-4.6,-4.85,3.4,0.687,-1.42,0.49700000000000005,2.51,0.701,-0.447,0,0,0,1,308000000000.0,-6.948215063999999,-7.7080638939999995,3.190510604,0.710490837,-0.8021898959999999,0.569389599,-0.092360692,-1.7470523009999999,-0.393028638,0.05230909566716846,0.3096629801181702,0.11499573543517286,2.2832544111902155,2.6466584892302634,2.1227378771884196,3.161034972677996,3.4370751940009754,3.2616846940440505
6168,6168,308.0,-1.34,-2.36,3.77,1.04,-2.1,0.664,5.54,2.81,-0.9229999999999999,0,0,0,1,308000000000.0,-5.017813025,-5.181723071,3.4373507510000003,0.9680384209999999,-1.5716765719999999,0.64199808,2.07480798,0.36644483,-0.654817745,0.050461229150834605,0.3221511440477981,0.12197465850668064,2.3254382519384573,2.5604095443031794,2.1500671967116274,3.1003394315782042,3.4889598670113444,3.423754576025576
6169,6169,308.0,-3.1,-5.23,4.36,1.74,-0.321,0.735,3.62,-0.642,-1.11,0,0,0,1,308000000000.0,-4.3576831380000005,-5.204528337,3.8303638380000002,1.5714112169999999,-0.8301358659999999,0.7133721670000001,2.669352913,-0.101257795,-0.879663413,0.0474387670386889,0.33794356542153375,0.12338316529261724,2.4860875457630565,2.6313540557803843,2.2588509813877278,3.093472618192438,3.5564422544767242,3.0728702582971814
6170,6170,309.0,-7.33,-5.56,5.78,2.04,0.28600000000000003,1.06,-0.32899999999999996,-1.81,0.0343,0,0,0,1,309000000000.0,-5.38078342,-5.3724475,4.660833813,1.937664804,-0.168365898,0.979390732,1.5156738630000002,-0.893748518,-0.42819434700000003,0.05417204340983261,0.35971200685845833,0.12847955155459367,2.5184779890243174,2.851835868981828,2.290645855586292,3.2611582088219166,3.591481886707359,2.72322763082131
6171,6171,309.0,-7.63,-2.25,7.01,1.58,0.27699999999999997,0.691,-0.35600000000000004,0.595,1.08,0,0,0,1,309000000000.0,-6.154985634,-3.8974527,5.661488192999999,1.6581104969999998,0.095696738,0.75806602,0.795508159,-0.203287752,0.316806057,0.06189219722507035,0.3960635941229545,0.1312097903890837,2.5628721076517404,2.9238528267893438,2.307816955352124,3.12595116733294,3.5321657072118677,2.5402292305291025
6172,6172,309.0,-7.07,-3.03,4.81,0.9470000000000001,0.0904,0.389,0.392,-0.757,-1.14,0,0,0,1,309000000000.0,-6.469942518,-3.487681755,5.298787006,1.1022995359999999,0.092556242,0.474827283,0.640249944,-0.460091766,-0.402810126,0.06420771003437764,0.41952037027989386,0.13099111322678306,2.644002021528597,3.1407764276520904,2.4403529839235905,2.8211008296064937,3.517853972355177,2.5310036336843122
6173,6173,309.0,-2.95,0.18,2.63,0.18899999999999997,0.28800000000000003,-0.109,4.55,2.15,-3.37,0,0,0,1,309000000000.0,-5.25834416,-1.755126915,4.161986618,0.388455602,0.208437116,0.026770588999999997,2.1446082000000004,0.750432355,-1.8685081719999999,0.06855465158377268,0.4489369916628806,0.1306620944566777,2.6328717389644494,3.259422601224415,2.570057519577775,2.8261788447348652,3.5013448102996008,2.5386381136682457
6174,6174,309.0,-5.81,-1.25,4.54,-0.336,1.01,-0.247,1.86,0.805,-1.22,0,0,0,1,309000000000.0,-5.448229434,-1.5165129519999998,4.323005738,-0.177786042,0.6836930840000001,-0.18333391699999999,2.035099242,0.775740069,-1.548165627,0.07138269356887514,0.4485443520080847,0.12830751785545536,2.473124580794011,3.2246879100009274,2.511626252235317,3.024941770591498,3.4816677386125523,2.596670995554872
6175,6175,309.0,-3.96,-0.146,4.72,-0.816,0.53,-0.5529999999999999,3.9,2.19,-0.665,0,0,0,1,309000000000.0,-4.935966433,-0.869104315,4.492109908,-0.676620358,0.5925666470000001,-0.467033149,2.7526588860000003,1.4316540830000002,-1.1119097059999998,0.058435304313786886,0.41031782985939697,0.11555335651431588,2.36842025761869,2.9638714790338727,2.422633039594295,2.8732165985777836,3.415090944258832,2.4866385217275533
6176,6176,309.0,-5.84,-5.51,4.58,-0.853,1.17,-0.857,2.16,-2.67,-0.33399999999999996,0,0,0,1,309000000000.0,-5.247143613,-3.0613901230000002,4.529547668,-0.814480415,0.934933585,-0.766312167,2.524621006,-0.470635782,-0.7276468709999999,0.05221690548433577,0.37190425549868084,0.11219829303386208,2.2706857999453205,2.6738401675793138,2.2861252156820275,2.9547137797729164,3.525168682672088,2.8692220715897427
6177,6177,309.0,-6.06,-5.2,5.49,-0.8420000000000001,1.62,-1.22,2.08,-1.77,1.21,0,0,0,1,309000000000.0,-5.52693665,-4.071635505,4.938663258,-0.83599,1.341117447,-1.11449371,2.353543737,-1.073262735,0.229489517,0.04601561945969009,0.3341836908713035,0.10903921920586149,2.2638256778188457,2.5118121046446658,2.1984262802164087,3.0187197960668954,3.6605602118748095,3.0751130008802545
6178,6178,309.0,-5.9,-6.2,3.97,-0.507,1.61,-1.78,2.29,-2.05,0.536,0,0,0,1,309000000000.0,-5.655348707999999,-5.07704113,4.526050045,-0.578848192,1.5005410540000002,-1.625234721,2.3290939390000003,-1.526259803,0.380896023,0.047449855869263445,0.3174975675179815,0.1103180748933655,2.2963398624565983,2.4215731686534174,2.103910899243959,3.3489361584099306,3.5934125690815524,3.2952275632635915
6179,6179,309.0,-3.93,-3.65,4.48,-0.38299999999999995,1.13,-2.23,4.0,1.38,1.67,0,0,0,1,309000000000.0,-5.061466962,-4.402929522,4.506434508,-0.425771302,1.280842943,-2.089360241,2.972010025,-0.17837713300000002,1.017672661,0.049884343690291676,0.3034178446013288,0.11129582293865814,2.373078540718204,2.6100094794007216,2.0017241816378526,3.459244373796208,3.404907670103058,3.255190778844243
6180,6180,309.0,-10.4,-8.29,4.52,-0.21600000000000003,1.2,-1.94,-2.87,-2.38,2.29,0,0,0,1,309000000000.0,-6.89904171,-6.239120102,4.512212877,-0.261811986,1.232910248,-1.974734165,0.724174413,-1.199459097,1.6461621709999998,0.04464159488839573,0.2818390742818884,0.10971445402708264,2.4603749698004678,2.786370455529886,2.0542122726904553,3.2581365179546458,3.3311585936424084,2.9747436218845094
6181,6181,309.0,-9.36,-7.54,5.24,-0.45899999999999996,0.746,-2.2,-2.36,-0.9059999999999999,3.45,0,0,0,1,309000000000.0,-7.746127317999999,-6.853635167,4.822222052,-0.415936077,0.9442154840000001,-2.147613868,-0.462526217,-1.063356878,2.537201122,0.04566365025998704,0.27537395372468176,0.10249503095670857,2.5855439587720808,2.7863295553058998,2.157911961180309,3.136475468579141,3.4244260071622987,2.5278363761685387
6182,6182,309.0,-12.3,-13.4,3.8,-0.11900000000000001,0.29600000000000004,-1.2,-5.82,-6.14,2.42,0,0,0,1,309000000000.0,-9.313614553999999,-9.946034166,4.386794824,-0.183847911,0.559880973,-1.420370161,-2.523926477,-3.4178329339999998,2.479307506,0.052389904497674715,0.3024610121572264,0.10134751699532836,2.707097703155341,2.8016308506820375,2.2896832831756644,2.9730595895639076,3.332184348743601,2.362677097430821
6183,6183,309.0,-6.48,-8.5,1.9,-0.0828,-0.267,-0.746,-0.397,-0.9259999999999999,0.5710000000000001,0,0,0,1,309000000000.0,-8.338256932,-9.262950502999999,3.327516035,-0.10486786699999999,0.069613616,-0.9028265679999999,-1.705546995,-2.26215565,1.5366638469999998,0.05801073572970071,0.3413966830834203,0.10171538584614703,2.7625468011926597,2.9792742919306883,2.497728998696881,2.8585187790436635,3.3610363277656097,2.3699537892357365
6184,6184,309.0,-3.71,-7.61,3.01,0.149,-0.687,-0.628,2.06,0.188,1.57,0,0,0,1,309000000000.0,-6.745165994,-8.482122899,3.1922664339999995,0.093557766,-0.378991399,-0.691911665,-0.256673981,-1.125807711,1.55313088,0.058020744062025995,0.3612238605845862,0.10231929226696208,2.5304267381414074,3.06886084331409,2.712151954154348,2.896163497763007,3.256979777094602,2.4174928035646466
6185,6185,309.0,-5.33,-12.4,6.96,0.8490000000000001,0.531,0.0795,0.268,-4.55,5.3,0,0,0,1,309000000000.0,-6.2580520989999995,-10.33286588,4.797175779,0.6840188540000001,0.160553115,-0.099893836,-0.05479468,-2.713900319,3.403966004,0.05687759393164618,0.3665199466572476,0.10319775794089048,2.336510608466121,2.804783969314382,2.3244298347166636,2.9908212980685285,3.248649107461502,2.61645338315648
6186,6186,309.0,-6.7,-7.58,2.38,0.9620000000000001,0.8859999999999999,0.937,-0.8240000000000001,0.0264,0.41200000000000003,0,0,0,1,309000000000.0,-6.41017479,-9.032455553,3.7675520789999997,0.901291671,0.5906790129999999,0.695867563,-0.35076253,-1.4429873359999998,1.926029276,0.05605239584087297,0.36143670478552054,0.10576718222203815,2.2573399153309692,2.6209656717014207,2.0394566215551313,3.110673902253935,3.3061775470058894,2.9637482993771873
6187,6187,309.0,-5.7,-0.385,4.86,0.792,0.43200000000000005,-0.302,0.512,6.94,2.89,0,0,0,1,309000000000.0,-6.16572567,-4.947534353,4.232892859,0.8158682190000001,0.496596384,-0.069943234,-0.018796576000000002,2.444925038,2.402200426,0.04810930755586745,0.33110409022823745,0.09937094780883607,2.2626744246453687,2.5764438573422703,2.122880519294432,3.1931131631554415,3.6055472448930703,3.04342308001253
6188,6188,309.0,-16.4,-18.9,0.852,1.05,-1.34,2.18,-10.2,-11.8,-1.69,0,0,0,1,309000000000.0,-9.688462082000001,-11.53845821,2.792762765,0.998867892,-0.592343031,1.656769769,-3.936227658,-4.161672164,0.38078260700000005,0.04257928576937373,0.32286316550561966,0.10082310476922926,2.3187789802499243,2.6146001763482833,2.1943442098682113,3.1607752320436067,3.5880282093243623,3.0941310265146837
6189,6189,309.0,0.474,-4.64,2.95,0.5820000000000001,0.0348,1.11,7.23,1.81,-0.024,0,0,0,1,309000000000.0,-6.190444009,-8.279735625,2.859739789,0.6730398470000001,-0.220502621,1.237152775,0.36021220000000004,-1.392094114,0.18083278100000003,0.04416678321331083,0.31616587578438043,0.09831118194860877,2.4343156440532514,2.642768238613301,2.194434773855082,3.419651006904508,3.321992512964733,3.003600480517428
6190,6190,310.0,-4.7,-8.52,4.81,1.21,-0.545,1.26,2.25,-2.51,1.38,0,0,0,1,310000000000.0,-5.677418651,-8.393232931,3.690475471,1.092733232,-0.41290090799999996,1.25468681,1.087347617,-1.9105632330000002,0.773183519,0.04159776757436585,0.31483091993719964,0.0954177732982644,2.566475525006271,2.7265564183622124,2.1509054864096884,3.4556663781394894,3.3230305082836162,3.0029726201571063
6191,6191,310.0,-10.4,-11.5,2.23,1.65,-0.11199999999999999,1.25,-3.13,-6.11,-1.57,0,0,0,1,310000000000.0,-7.302976851,-9.860820542999999,3.0683692010000003,1.528298419,-0.234493256,1.25108993,-0.53536521,-3.8582033669999998,-0.384275175,0.05208342893682874,0.32277966865087115,0.09717112055630636,2.6374459803536863,2.765754333380514,2.126083443900179,3.499799134063436,3.389655967867167,2.8122792538724743
6192,6192,310.0,-6.89,-3.81,3.98,1.83,-1.97,0.713,0.532,0.884,-0.389,0,0,0,1,310000000000.0,-7.160826165,-7.002508618999999,3.4566888039999997,1.764111386,-1.263495443,0.838134244,-0.12467409900000001,-1.658835731,-0.386609088,0.05342572296284925,0.302237754885385,0.0905534432388997,2.5325953093896345,2.7759885102813286,2.097923472440736,3.3398440439779753,3.212071696138065,2.3514215755356593
6193,6193,310.0,-4.62,-3.83,6.78,2.11,-1.75,0.805,2.43,0.172,1.26,0,0,0,1,310000000000.0,-6.286249102,-5.503865703,4.872291416,2.0344612580000003,-1.551949663,0.812705462,0.858290267,-0.8097197079999999,0.426763801,0.04785262971201775,0.2893878575101422,0.08485515824557313,2.4600664658797484,2.714524294569879,2.12219879189263,3.00678089916677,3.3879461248938076,2.15983064821409
6194,6194,310.0,-3.63,-0.6579999999999999,5.09,1.65,-0.638,0.648,3.06,2.51,-1.35,0,0,0,1,310000000000.0,-5.371942422999999,-3.214755406,4.96502695,1.733962526,-1.010058266,0.686302695,1.705444156,0.7299198840000001,-0.45090142299999997,0.04882340190817922,0.29644985795149265,0.07938562965837684,2.512924749953661,2.7370475648345356,2.3576546846906874,2.8912791605966888,3.4054333596718016,2.1734909767411232
6195,6195,310.0,-7.37,-6.44,1.98,1.15,0.47200000000000003,0.797,-0.522,-4.04,-4.61,0,0,0,1,310000000000.0,-6.059693192,-4.738309954,3.69352049,1.277531634,-0.13132865,0.77125704,0.8483883809999999,-1.482302265,-2.505364854,0.04965077947263319,0.30372012562704287,0.07310636881454624,2.5007741614394945,2.9513688159929576,2.6242113970155976,2.964380329943158,3.3174348873932527,2.2820373828028875
6196,6196,310.0,-3.37,-0.287,0.32799999999999996,0.736,0.794,0.9329999999999999,3.6,1.46,-6.34,0,0,0,1,310000000000.0,-5.1338746539999995,-2.6355815540000003,2.2599384380000003,0.8542651659999999,0.417309506,0.8953862659999999,1.9071285180000002,-0.117703585,-4.399553605,0.05132612132745421,0.3012324755107115,0.0815808035735709,2.395449803331926,2.837798681205479,2.6404004389406146,3.1718951971127454,3.326059356291089,2.797981368932389
6197,6197,310.0,-7.38,0.395,4.19,-0.371,0.737,0.191,-0.062,1.85,-2.17,0,0,0,1,310000000000.0,-5.907012835,-1.203982769,3.082070323,-0.10341417300000001,0.606857718,0.354806899,1.1494650990000002,0.7948898440000001,-3.298224565,0.05008589416929598,0.2839366446629582,0.08172605522746158,2.357653719315508,2.714607705072056,2.450216034110737,3.3190536358176432,3.1005178503044744,2.9508833887960995
6198,6198,310.0,-3.86,-0.575,3.28,-0.903,0.301,-0.17,3.62,1.05,-2.86,0,0,0,1,310000000000.0,-5.202411116,-0.9068612540000001,3.166380727,-0.728378344,0.425511113,-0.047954762000000005,2.100055077,0.913206346,-3.081755416,0.04693107826487395,0.2778159744197493,0.07772198277392531,2.237884262192353,2.6044882124955087,2.212682079228401,3.3919811342939865,3.196994248653525,2.973988801660857
6199,6199,310.0,-2.28,-2.94,4.1,-1.17,1.11,-0.856,5.3,-0.821,-1.74,0,0,0,1,310000000000.0,-4.196488839,-1.867283859,3.564066524,-1.073554155,0.831352558,-0.668086936,3.3313009489999996,0.10890569300000001,-2.418970614,0.042438060475913836,0.263735306727808,0.07627171326009294,2.1407646738688935,2.5066517903809724,2.2555249349000674,3.2572380571148796,3.2566249037393717,3.096876037603586
6200,6200,310.0,-3.9,-4.67,4.53,-1.09,1.69,-1.25,3.93,-1.85,-0.665,0,0,0,1,310000000000.0,-4.0944345360000005,-3.191242659,3.975517057,-1.086408416,1.340454665,-1.11467457,3.5616629680000003,-0.799607396,-1.5525645259999998,0.03889514981362151,0.2772875533760972,0.07375502566925207,2.202599015045808,2.557061542821751,2.3759478680814317,3.211654280292463,3.285100883303685,2.9483473114642362
6201,6201,310.0,-8.76,-7.61,5.86,-0.52,1.28,-1.8,-0.785,-3.97,1.46,0,0,0,1,310000000000.0,-5.700367525,-5.278593783,4.778234239,-0.643697993,1.304610373,-1.6406257119999998,1.8891933859999999,-2.269991183,-0.06445276,0.046067295937632084,0.2984174047789389,0.07595165376857115,2.513178643973576,2.62867613301545,2.376722884270693,3.3085539281554417,3.148319660745196,3.161675743799717
6202,6202,310.0,-6.97,-4.11,5.17,-0.312,0.618,-2.37,0.7959999999999999,0.424,1.25,0,0,0,1,310000000000.0,-6.137387272000001,-4.726568631,4.945111391,-0.384439573,0.897511065,-2.2003819819999997,1.4685643469999998,-1.020555732,0.584845397,0.04848156407976325,0.30791107258981276,0.07560109050783395,2.541715474610887,2.624219349960824,2.297043555762051,3.2517503621033805,3.192549656914649,2.9990434652737266
6203,6203,310.0,-8.79,-9.89,5.25,-0.342,1.04,-2.02,-1.39,-4.46,1.8,0,0,0,1,310000000000.0,-7.050442302,-7.165692083,5.074982191,-0.35126839,0.981994392,-2.061948295,0.36867187700000004,-2.6157219240000003,1.185093376,0.05236363789356709,0.31198218872928885,0.07863653795516018,2.51828303651977,2.721104629545605,2.2040553971565244,3.209292006320803,3.1771559578278032,2.7042424051752256
